num_atoms,mp,energy_error_abs,energy_error_pct,forces_error_max,forces_error_mae,forces_error_mape,forces_error_mse,forces_error_rms
192,4,0.0001220703125,1.2817095296213665e-05,0.0005474686622619629,0.0001061050352291204,3.493218868970871,1.9114045457513384e-08,0.0001382535556331277
768,4,0.00439453125,0.00011535387329786317,0.009033530950546265,0.0004586037830449641,2.373901940882206,1.016919100038649e-06,0.001008424093015492
