method,node_count,root_node_count,extended_ratio,cut_edges,cut_weight_sum,inverse_cut_weight_sum,core_max,core_min,core_mean,core_std,core_range,ext_max,ext_min,ext_mean,ext_std,ext_range
metis,111616,59778,0.464431622706422,33174,0.0,0.0,7696,7254,7472.25,179.50887861050217,223.75,14240,13703,13952.0,212.31698000866535,288.0
grid,242575,59778,0.7535689992785737,83277,0.0,0.0,7520,7440,7472.25,28.336151820598364,47.75,30562,30016,30321.875,188.34306298613708,240.125
metis_unweighted,110819,59778,0.460579864463675,32963,0.0,0.0,7696,7254,7472.25,182.46626400515794,223.75,14027,13646,13852.375,126.237808817327,174.625
metis,177820,55296,0.6890338544595659,66526,0.0,0.0,7066,6820,6912.0,72.57582242041767,154.0,22430,21992,22227.5,144.7273298309618,202.5
grid,224557,55296,0.7537551712928121,86567,0.0,0.0,7075,6740,6912.0,113.99122773266372,163.0,28632,27564,28069.625,433.9824125180651,562.375
metis_unweighted,174438,55296,0.6830048498606955,65229,0.0,0.0,6956,6895,6912.0,22.44994432064365,44.0,22411,21335,21804.75,372.3153065615219,606.25
metis,219223,60750,0.7228849162724714,115729,0.0,0.0,7789,7372,7593.75,153.35070100915743,195.25,27913,26799,27402.875,373.8219621357204,510.125
grid,274230,60750,0.7784706268460782,139136,0.0,0.0,7878,7317,7593.75,186.6746836076065,284.25,35504,33275,34278.75,761.285549252053,1225.25
metis_unweighted,218876,60750,0.7224455856283923,116173,0.0,0.0,7819,7406,7593.75,114.2592994027182,225.25,27721,26736,27359.5,301.53565295002846,361.5
metis,238872,60750,0.7456796945644529,137592,0.0,0.0,7821,7389,7593.75,153.76910450412333,227.25,31068,29114,29859.0,728.1711680642128,1209.0
grid,295798,60750,0.794623357832034,164323,0.0,0.0,7774,7443,7593.75,96.64205864943068,180.25,37463,36424,36974.75,312.2393913329963,488.25
metis_unweighted,230266,60750,0.7361746849296031,134027,0.0,0.0,7821,7412,7593.75,163.08260943460525,227.25,29235,28145,28783.25,366.9597219041894,451.75
metis,185212,55296,0.7014448307885018,93622,0.0,0.0,7036,6786,6912.0,95.7783900470247,124.0,23444,22789,23151.5,223.87664013916236,292.5
grid,261036,55296,0.7881671493587091,133578,0.0,0.0,7032,6780,6912.0,74.45804187594514,120.0,32779,32455,32629.5,103.52173684787171,149.5
metis_unweighted,186224,55296,0.7030672738207749,95063,0.0,0.0,7118,6710,6912.0,169.91615579455652,206.0,23626,22826,23278.0,310.40135308983434,348.0
metis,322327,69984,0.7828788776615052,220921,0.0,0.0,9010,8492,8748.0,218.4010073236843,262.0,42567,37999,40290.875,1658.857320379001,2276.125
grid,375460,69984,0.8136046449688382,249595,0.0,0.0,8946,8553,8748.0,121.56685403513575,198.0,47469,46245,46932.5,378.68159448275276,536.5
metis_unweighted,331922,69984,0.7891552834702129,213577,0.0,0.0,9003,8492,8748.0,185.09186908127543,255.0,42516,40553,41490.25,771.2398702738338,1025.75
metis,191686,52728,0.7249251379860814,54157,0.0,0.0,6599,6582,6591.0,5.477225575051661,8.0,24383,23207,23960.75,327.26432359791374,422.25
grid,198393,52728,0.7342244938077452,55724,0.0,0.0,6605,6568,6591.0,9.695359714832659,14.0,24902,24757,24799.125,45.46547453837912,102.875
metis_unweighted,192303,52728,0.7258077097081169,54613,0.0,0.0,6597,6585,6591.0,4.123105625617661,6.0,24296,23589,24037.875,259.8222649716533,258.125
metis,185798,55296,0.702386462717575,43157,0.0,0.0,6927,6899,6912.0,8.888194417315589,15.0,23663,22783,23224.75,306.2542856842986,438.25
grid,199936,55296,0.7234314980793854,40896,0.0,0.0,7812,6084,6912.0,499.26345750515327,900.0,27164,22940,24992.0,1263.4619107832257,2172.0
metis_unweighted,182016,55296,0.6962025316455697,42371,0.0,0.0,7072,6824,6912.0,99.76597616422144,160.0,24075,21971,22752.0,695.8027737800418,1323.0
metis,165940,50112,0.6980113293961673,33465,0.0,0.0,6273,6259,6264.0,4.9749371855331,9.0,21181,20474,20742.5,203.70260184887184,438.5
grid,184383,50112,0.728217894274418,44107,0.0,0.0,6636,6020,6264.0,196.74920584337818,372.0,23297,22884,23047.875,115.78907277891122,249.125
metis_unweighted,165329,50112,0.6968952815295563,33302,0.0,0.0,6268,6259,6264.0,2.8284271247461903,4.0,20942,20379,20666.125,193.69075707167858,275.875
metis,149589,54880,0.6331281043392228,39875,0.0,0.0,7064,6685,6860.0,153.11760186209813,204.0,19347,17883,18698.625,424.25845233183037,648.375
grid,192488,54880,0.7148913179003367,55283,0.0,0.0,6910,6807,6860.0,49.073923829259876,50.0,24265,23844,24061.0,200.9794765641507,204.0
metis_unweighted,149875,54880,0.6338281901584654,38582,0.0,0.0,7024,6668,6860.0,143.8384510483897,164.0,19201,18327,18734.375,270.9104729887717,466.625
