method,core_n,n
metis,7451,22567
metis,7460,22462
metis,7523,22695
metis,7787,23093
metis,7624,23106
metis,7696,22900
metis,7670,23029
metis,7539,22871
grid,7879,28611
grid,7541,27865
grid,7790,28409
grid,7435,27409
grid,7775,28250
grid,7450,27650
grid,7606,28440
grid,7274,27539
metis_unweighted,7434,22868
metis_unweighted,7415,22982
metis_unweighted,7673,22990
metis_unweighted,7679,22919
metis_unweighted,7661,22701
metis_unweighted,7529,22653
metis_unweighted,7678,22756
metis_unweighted,7681,23240
metis,6483,24389
metis,6524,24504
metis,6629,22929
metis,6686,23341
metis,6854,23591
metis,6532,24024
metis,6678,22945
metis,6854,24509
grid,6533,26185
grid,7030,27489
grid,6359,25892
grid,6819,27043
grid,6458,25810
grid,6962,27155
grid,6302,25495
grid,6777,27013
metis_unweighted,6657,24069
metis_unweighted,6651,24225
metis_unweighted,6652,23696
metis_unweighted,6660,23806
metis_unweighted,6652,24131
metis_unweighted,6660,23676
metis_unweighted,6655,23803
metis_unweighted,6653,23243
metis,6970,21438
metis,7106,21716
metis,6963,21091
metis,6932,21559
metis,6808,21531
metis,6813,21003
metis,6837,22202
metis,7137,22319
grid,7337,26822
grid,6670,25295
grid,7227,26715
grid,6570,25249
grid,7348,27089
grid,6680,25628
grid,7194,26481
grid,6540,25107
metis_unweighted,7014,22192
metis_unweighted,6745,21937
metis_unweighted,6759,21669
metis_unweighted,6749,21818
metis_unweighted,7154,22155
metis_unweighted,7147,22100
metis_unweighted,6858,21409
metis_unweighted,7140,22815
metis,7307,26078
metis,7341,26378
metis,7201,26150
metis,7240,25568
metis,7143,25532
metis,7392,26576
metis,7564,26578
metis,7564,26040
grid,7381,30133
grid,7308,29956
grid,7381,30125
grid,7308,29956
grid,7384,30129
grid,7308,29956
grid,7374,30105
grid,7308,29956
metis_unweighted,7320,27115
metis_unweighted,7158,26444
metis_unweighted,7439,27079
metis_unweighted,7459,26357
metis_unweighted,7214,27187
metis_unweighted,7160,26386
metis_unweighted,7564,26335
metis_unweighted,7438,26461
metis,7298,23670
metis,7314,23789
metis,7404,24609
metis,7176,24078
metis,7209,25103
metis,7236,25455
metis,7509,24592
metis,7174,23927
grid,7328,27359
grid,7318,27448
grid,7308,27363
grid,7272,26807
grid,7305,27289
grid,7265,26779
grid,7275,27182
grid,7249,26680
metis_unweighted,7288,24212
metis_unweighted,7286,24070
metis_unweighted,7294,24253
metis_unweighted,7294,25085
metis_unweighted,7292,24413
metis_unweighted,7290,23535
metis_unweighted,7289,23869
metis_unweighted,7287,24636
metis,6951,19512
metis,6939,18817
metis,7185,19326
metis,6954,19880
metis,6847,19035
metis,7143,19540
metis,7174,19302
metis,6807,19547
grid,7052,25911
grid,7044,25809
grid,7006,25457
grid,6996,25310
grid,7003,25561
grid,6995,25502
grid,6957,25256
grid,6947,25202
metis_unweighted,6986,19388
metis_unweighted,7016,19528
metis_unweighted,6989,19487
metis_unweighted,7016,19334
metis_unweighted,7045,20068
metis_unweighted,6935,19072
metis_unweighted,6944,19411
metis_unweighted,7069,19818
metis,7119,24808
metis,6710,24994
metis,7013,26017
metis,6951,25241
metis,6710,25825
metis,7089,25736
metis,6964,25208
metis,6740,24505
grid,7139,27743
grid,6908,26765
grid,6971,26941
grid,6818,26717
grid,6923,26888
grid,6831,26680
grid,6894,27069
grid,6812,26564
metis_unweighted,6878,24540
metis_unweighted,6822,24487
metis_unweighted,7010,24489
metis_unweighted,6925,24939
metis_unweighted,6802,24795
metis_unweighted,7070,24523
metis_unweighted,7014,24846
metis_unweighted,6775,23810
metis,7782,21744
metis,7980,22186
metis,7937,22143
metis,7611,21795
metis,8032,22167
metis,7608,21579
metis,8072,22209
metis,7672,21541
grid,7940,28911
grid,7901,28784
grid,7860,29279
grid,7824,28952
grid,7865,29130
grid,7818,29031
grid,7763,28890
grid,7723,28691
metis_unweighted,7663,23207
metis_unweighted,8072,23843
metis_unweighted,7960,23466
metis_unweighted,7618,23292
metis_unweighted,7709,23388
metis_unweighted,7701,23134
metis_unweighted,7899,21782
metis_unweighted,8072,22341
metis,6756,12870
metis,7065,12996
metis,6953,13468
metis,6800,13324
metis,7065,12989
metis,6773,13157
metis,6658,13090
metis,6802,12882
grid,7030,25961
grid,6896,25922
grid,7030,25934
grid,6841,25576
grid,6859,25487
grid,6689,25019
grid,6878,25604
grid,6649,24788
metis_unweighted,6791,13288
metis_unweighted,6941,12943
metis_unweighted,7065,13971
metis_unweighted,6658,13496
metis_unweighted,7017,13801
metis_unweighted,6799,13934
metis_unweighted,6829,12970
metis_unweighted,6772,13326
metis,7509,18458
metis,7169,20049
metis,7509,18507
metis,7117,19336
metis,7273,18892
metis,7156,18253
metis,7467,18457
metis,7120,19527
grid,7418,30132
grid,7355,30148
grid,7399,30094
grid,7296,29950
grid,7269,29900
grid,7133,29619
grid,7288,29937
grid,7162,29778
metis_unweighted,7077,18629
metis_unweighted,7509,18535
metis_unweighted,7435,18478
metis_unweighted,7081,19661
metis_unweighted,7123,19900
metis_unweighted,7509,18305
metis_unweighted,7077,19050
metis_unweighted,7509,18963
