method,node_count,root_node_count,extended_ratio,cut_edges,cut_weight_sum,inverse_cut_weight_sum,core_max,core_min,core_mean,core_std,core_range,ext_max,ext_min,ext_mean,ext_std,ext_range
metis,133459,60750,0.544804022209068,31468,54663406,18.518222435738803,7783,7372,7593.75,152.01788546088912,189.25,17356,16138,16682.375,447.4267921962206,673.625
grid,280766,60750,0.783627647222242,94696,167316645,56.18079344107821,7620,7578,7593.75,15.40089283126144,26.25,35338,34791,35095.75,223.6938477026134,242.25
metis_unweighted,131920,60750,0.5394936325045482,30498,53094588,17.907003947236454,7821,7372,7593.75,192.40046127803333,227.25,17160,16101,16490.0,324.0655797828581,670.0
metis,209552,60480,0.7113842864778194,57485,164471313,21.378089019599813,7787,7398,7560.0,147.29392383937636,227.0,26790,25691,26194.0,384.4216435113924,596.0
grid,231096,60480,0.7382905805379583,69316,203355001,24.972483214217625,7608,7504,7560.0,39.041644432579936,48.0,28916,28846,28887.0,22.594247055390007,29.0
metis_unweighted,209863,60480,0.7118119916326365,56329,162963538,20.616077944907957,7787,7356,7560.0,171.26149596450452,227.0,26888,25785,26232.875,367.1952605562877,655.125
metis,164342,62208,0.6214722955787322,52021,117808581,24.00691111902846,8009,7558,7776.0,164.23687162144802,233.0,20685,20357,20542.75,107.7911754273048,142.25
grid,225520,62208,0.7241575026605179,71842,167788646,31.77632925468247,7920,7632,7776.0,88.18163074019441,144.0,28632,27739,28190.0,310.81023149182204,442.0
metis_unweighted,160202,62208,0.6116902410706483,50996,116780683,23.174006566956347,8009,7554,7776.0,173.03178898687952,233.0,20698,19157,20025.25,528.189300819318,672.75
metis,155210,55566,0.6419947168352554,50533,64758465,41.28433356422574,7154,6743,6945.75,160.65782738478694,208.25,20071,19054,19401.25,288.02679996833626,669.75
grid,195452,55566,0.7157051347645458,55925,76921092,42.635976775270485,7623,6310,6945.75,422.475664979653,677.25,25999,22811,24431.5,1016.812052446272,1567.5
