method,node_count,root_node_count,extended_ratio,cut_edges,cut_weight_sum,inverse_cut_weight_sum,core_max,core_min,core_mean,core_std,core_range,ext_max,ext_min,ext_mean,ext_std,ext_range
metis,390898,219006,0.4397361971665242,69614,0.0,0.0,28174,26865,27375.75,383.5781374114015,798.25,50098,47690,48862.25,791.8549030598978,1235.75
grid,586276,219006,0.6264455648875273,140461,0.0,0.0,27448,27321,27375.75,43.59400761572627,72.25,73664,73046,73284.5,198.72719995008237,379.5
metis_unweighted,390952,219006,0.4398135832531871,69562,0.0,0.0,27942,26760,27375.75,409.6137662481572,566.25,49692,48312,48869.0,494.1677346812517,823.0
metis,611635,204120,0.6662715508432316,321454,0.0,0.0,26281,24940,25515.0,547.7891930295814,766.0,79163,74745,76454.375,1490.0369070512986,2708.625
grid,693474,204120,0.7056558717414063,375048,0.0,0.0,25605,25429,25515.0,81.28806800508916,90.0,86933,86435,86684.25,224.58781690020496,248.75
metis_unweighted,606477,204120,0.663433238193699,318713,0.0,0.0,25985,24843,25515.0,376.3960679922148,470.0,76671,74947,75809.625,485.1816509051017,861.375
metis,431826,209952,0.5138041711244807,139310,0.0,0.0,27032,25653,26244.0,518.1867424008453,788.0,56356,53191,53978.25,1006.3357727418816,2377.75
grid,548850,209952,0.6174692538945067,200260,0.0,0.0,26568,25920,26244.0,198.40866916543743,324.0,69644,67553,68606.25,671.3409621794278,1037.75
metis_unweighted,418263,209952,0.4980383156052531,129916,0.0,0.0,27032,25791,26244.0,365.8449124970853,788.0,53036,51173,52282.875,607.2977929936844,753.125
metis,426162,215622,0.4940374787052811,72303,0.0,0.0,26967,26940,26952.75,7.327175444876422,14.25,54487,52312,53270.25,696.7321490357683,1216.75
grid,441078,215622,0.5111476881639982,80525,0.0,0.0,28509,25408,26952.75,1082.5057447884517,1556.25,58105,52275,55134.75,1780.044574582333,2970.25
metis_unweighted,426821,215622,0.4948186710588279,72585,0.0,0.0,26959,26941,26952.75,5.584576975922169,6.25,54352,51870,53352.625,836.5403363705781,999.375
metis,334752,203056,0.3934136315839786,97032,0.0,0.0,25894,24819,25382.0,345.40519683409514,512.0,42485,41316,41844.0,365.6128416781883,641.0
grid,568204,203056,0.6426353915143153,189814,0.0,0.0,25508,25256,25382.0,74.73954776421918,126.0,71454,70597,71025.5,251.0024900274896,428.5
metis_unweighted,335037,203056,0.3939296256831335,97382,0.0,0.0,25812,24790,25382.0,261.0311284119195,430.0,42273,41293,41879.625,256.7230694250129,393.375
metis,474888,218750,0.5393650713431377,101724,0.0,0.0,28131,26626,27343.75,663.9649369507399,787.25,61440,58243,59361.0,1088.227228110012,2079.0
grid,515252,218750,0.5754504591927834,128212,0.0,0.0,27400,27276,27343.75,35.95396362016294,56.25,64588,64196,64406.5,127.90817018470712,181.5
metis_unweighted,473694,218750,0.5382039882286878,101364,0.0,0.0,27923,26907,27343.75,304.0969212274271,579.25,59883,58278,59211.75,476.0464131783791,671.25
metis,513490,206346,0.5981499152855947,296818,0.0,0.0,26303,25358,25793.25,331.80368819529417,509.75,66350,63024,64186.25,986.2567807117982,2163.75
grid,683602,206346,0.6981489229112846,434213,0.0,0.0,25970,25596,25793.25,132.5091977939645,176.75,85922,84826,85450.25,372.5844702882824,471.75
metis_unweighted,509415,206346,0.594935367038662,293130,0.0,0.0,26255,25173,25793.25,354.8061970992051,461.75,64569,62088,63676.875,767.4459976929973,892.125
metis,457115,229376,0.4982094221366615,94528,0.0,0.0,29272,27920,28672.0,402.4791920087298,600.0,58987,56228,57139.375,807.2844816884566,1847.625
grid,544755,229376,0.5789373204468063,126800,0.0,0.0,28815,28541,28672.0,91.03158792419256,143.0,68489,67718,68094.375,264.02932483911707,394.625
metis_unweighted,455638,229376,0.4965828135493528,94265,0.0,0.0,29355,28196,28672.0,372.92324947635,683.0,58808,56052,56954.75,794.0429380707318,1853.25
metis,496856,205770,0.5858558616581062,265868,0.0,0.0,26290,25085,25721.25,395.6654995068436,568.75,63162,60504,62107.0,804.2925462790265,1055.0
grid,636549,205770,0.6767413034974527,371176,0.0,0.0,26368,25103,25721.25,372.2625921308774,646.75,81358,78278,79568.625,930.461436264287,1789.375
metis_unweighted,497900,205770,0.5867242418156257,268687,0.0,0.0,26125,25452,25721.25,222.21653291328255,403.75,62846,61112,62237.5,516.5261368023887,608.5
metis,514887,202312,0.6070749504260158,194975,0.0,0.0,25921,24708,25289.0,442.7075784307289,632.0,65461,63508,64360.875,616.4577109380659,1100.125
grid,637610,202312,0.6827025924938442,346472,0.0,0.0,25324,25249,25289.0,30.84639363037436,35.0,79901,79601,79701.25,96.91329888101014,199.75
metis_unweighted,513907,202312,0.6063256581443724,193842,0.0,0.0,26019,24634,25289.0,406.6973690595994,730.0,65963,63393,64238.375,915.7300281059916,1724.625
metis,393810,202612,0.48550824001422,74412,0.0,0.0,25333,25320,25326.5,3.840572873934304,6.5,51108,48264,49226.25,793.2341630943539,1881.75
grid,440985,202612,0.54054673061442,96476,0.0,0.0,25769,25082,25326.5,229.5958405546581,442.5,56329,54672,55123.125,497.7831951512626,1205.875
metis_unweighted,391021,202612,0.4818385713299286,73396,0.0,0.0,25328,25325,25326.5,1.118033988749895,1.5,49835,48059,48877.625,579.1838951274457,957.375
metis,411177,210912,0.4870530209617756,92747,0.0,0.0,27156,25664,26364.0,540.4854299608825,792.0,53104,49704,51397.125,1161.997788025003,1706.875
grid,606084,210912,0.6520086324667868,211924,0.0,0.0,26637,26104,26364.0,189.50593658247223,273.0,76306,74840,75760.5,459.1429515956877,545.5
metis_unweighted,407793,210912,0.4827964187712883,88562,0.0,0.0,27005,25626,26364.0,381.9152392874629,641.0,51513,50054,50974.125,503.8912177990404,538.875
metis,349978,207360,0.4075056146386344,89328,0.0,0.0,26698,25163,25920.0,553.7005056887704,778.0,44693,43109,43747.25,543.1944288190003,945.75
grid,659200,207360,0.6854368932038835,307654,0.0,0.0,26110,25730,25920.0,149.35360725472955,190.0,82590,82211,82400.0,150.25395169512183,190.0
metis_unweighted,351456,207360,0.4099972685058727,91064,0.0,0.0,26630,25323,25920.0,481.266817887957,710.0,44585,43393,43932.0,448.917308643808,653.0
metis,636134,214375,0.663003392367017,402404,0.0,0.0,27540,26379,26796.875,458.1117324136111,743.125,80816,76739,79516.75,1309.9589449673604,1299.25
grid,632583,214375,0.6611116643981897,425136,0.0,0.0,28836,24854,26796.875,1176.525333078298,2039.125,83433,74860,79072.875,2509.021793324044,4360.125
metis_unweighted,626021,214375,0.6575594109462781,403168,0.0,0.0,26903,26625,26796.875,125.21824697303504,106.125,80724,75722,78252.625,2258.386588778591,2471.375
metis,567552,219520,0.6132160577356789,188531,0.0,0.0,28122,26643,27440.0,508.69416155485806,682.0,72830,69864,70944.0,912.347658516204,1886.0
grid,604481,219520,0.6368454922487224,221545,0.0,0.0,27519,27361,27440.0,57.452154006616674,79.0,75822,75252,75560.125,217.80119231767304,261.875
metis_unweighted,573620,219520,0.6173076252571389,191532,0.0,0.0,28258,26673,27440.0,546.3748713108977,818.0,73058,69760,71702.5,1126.2242227904708,1355.5
metis,582862,219520,0.6233756875555448,295166,0.0,0.0,27990,26705,27440.0,427.02283311317206,550.0,73975,71558,72857.75,764.2917881934883,1117.25
grid,677575,219520,0.6760211046747593,369385,0.0,0.0,27860,27118,27440.0,235.30830839560252,420.0,85758,83787,84696.875,582.3090754702351,1061.125
metis_unweighted,583553,219520,0.6238216580156387,295515,0.0,0.0,27917,27067,27440.0,306.78494096027595,477.0,74237,71292,72944.125,867.1785337374306,1292.875
metis,508679,233280,0.5414003723369748,193561,0.0,0.0,29944,28487,29160.0,488.8473688177119,784.0,65274,62259,63584.875,994.500557754997,1689.125
grid,675418,233280,0.6546138835506309,274966,0.0,0.0,29358,28980,29160.0,113.30710480812756,198.0,84618,84234,84427.25,153.17208459768378,190.75
metis_unweighted,510163,233280,0.5427343809723559,194818,0.0,0.0,29957,28511,29160.0,519.6679228122513,797.0,64934,62648,63770.375,765.5535476862477,1163.625
metis,728608,221184,0.6964293557029294,512590,0.0,0.0,28034,27351,27648.0,288.3218687508806,386.0,92060,90244,91076.0,607.1134572713736,984.0
grid,795964,221184,0.7221180857425713,670640,0.0,0.0,27855,27439,27648.0,156.09932735281083,207.0,100174,98814,99495.5,678.5011053786133,678.5
metis_unweighted,736315,221184,0.6996068258829441,518163,0.0,0.0,27966,27110,27648.0,353.60111707968343,318.0,92958,90535,92039.375,855.0730871539579,918.625
metis,471316,219520,0.5342402973801017,129613,0.0,0.0,27447,27427,27440.0,5.979130371550699,7.0,59826,58225,58914.5,574.7336339557656,911.5
grid,540607,219520,0.5939379253320805,193004,0.0,0.0,27692,27174,27440.0,201.1815100847988,252.0,67761,67418,67575.875,138.7393576999692,185.125
