method,core_n,n
metis,7107,25732
metis,6741,23857
metis,6787,25230
metis,6818,24889
metis,6878,24987
metis,6747,24811
metis,7099,25397
metis,7119,25036
grid,6995,27341
grid,6980,27565
grid,6927,27294
grid,6894,27144
grid,6924,27267
grid,6881,27109
grid,6898,27209
grid,6797,26845
metis_unweighted,6757,23582
metis_unweighted,7039,24882
metis_unweighted,7060,25087
metis_unweighted,6711,24829
metis_unweighted,7013,24512
metis_unweighted,6871,24158
metis_unweighted,7080,24655
metis_unweighted,6765,24577
metis,7362,18881
metis,7366,19592
metis,7582,19996
metis,7348,18602
metis,7184,18464
metis,7242,19850
metis,7559,19719
metis,7313,19152
grid,7416,30291
grid,7272,29982
grid,7501,31213
grid,7306,30530
grid,7451,31045
grid,7356,31053
grid,7399,30003
grid,7255,29764
metis_unweighted,7217,18743
metis_unweighted,7170,19415
metis_unweighted,7304,19207
metis_unweighted,7303,19057
metis_unweighted,7590,19586
metis_unweighted,7295,19304
metis_unweighted,7487,19554
metis_unweighted,7590,19606
metis,6518,12804
metis,6331,13003
metis,6143,13120
metis,6433,12785
metis,6143,13129
metis,6485,12697
metis,6155,13032
metis,6417,12641
grid,6327,26954
grid,6453,27343
grid,6249,26930
grid,6396,27646
grid,6246,26694
grid,6399,27334
grid,6188,26761
grid,6367,27663
metis_unweighted,6143,12732
metis_unweighted,6517,13032
metis_unweighted,6480,13112
metis_unweighted,6507,13111
metis_unweighted,6143,13148
metis_unweighted,6143,13571
metis_unweighted,6174,13095
metis_unweighted,6518,12963
metis,6467,23903
metis,6460,24377
metis,6850,25293
metis,6460,23557
metis,6854,23210
metis,6854,23512
metis,6835,24268
metis,6460,23484
grid,7294,27822
grid,7006,26494
grid,6764,26076
grid,6524,25524
grid,6764,26076
grid,6524,25524
grid,6282,24754
grid,6082,24754
metis_unweighted,6638,24180
metis_unweighted,6636,25073
metis_unweighted,6697,22233
metis_unweighted,6676,22563
metis_unweighted,6601,22343
metis_unweighted,6731,23006
metis_unweighted,6634,22088
metis_unweighted,6627,22652
metis,7387,24865
metis,7096,24806
metis,7266,24324
metis,7166,24622
metis,7206,24159
metis,7508,24666
metis,7509,24712
metis,7182,24387
grid,7371,27124
grid,7326,27406
grid,7240,26820
grid,7268,26905
grid,7301,27111
grid,7291,27116
grid,7246,26677
grid,7277,26521
metis_unweighted,7288,23735
metis_unweighted,7294,24372
metis_unweighted,7286,24398
metis_unweighted,7289,24249
metis_unweighted,7286,24034
metis_unweighted,7288,23805
metis_unweighted,7289,24262
metis_unweighted,7300,24001
metis,7210,23275
metis,7140,23157
metis,7474,23612
metis,7148,23132
metis,7509,23999
metis,7161,22904
metis,7169,23219
metis,7509,23589
grid,7284,27908
grid,7161,27422
grid,7346,27565
grid,7216,27086
grid,7342,27542
grid,7229,27186
grid,7431,27656
grid,7311,27298
metis_unweighted,7361,23489
metis_unweighted,7165,23187
metis_unweighted,7236,22865
metis_unweighted,7325,22906
metis_unweighted,7198,23473
metis_unweighted,7414,23738
metis_unweighted,7432,23632
metis_unweighted,7189,22835
metis,6678,17685
metis,6601,17445
metis,6611,17355
metis,6505,17487
metis,6639,17775
metis,6775,18096
metis,6854,18210
metis,6577,17474
grid,6738,25547
grid,6627,25205
grid,6722,25507
grid,6621,25320
grid,6648,25413
grid,6629,25405
grid,6633,25325
grid,6622,25365
metis_unweighted,6587,17451
metis_unweighted,6462,17954
metis_unweighted,6603,17951
metis_unweighted,6811,18262
metis_unweighted,6842,17914
metis_unweighted,6591,17626
metis_unweighted,6854,18440
metis_unweighted,6490,17954
metis,6887,22638
metis,6572,21741
metis,6952,22409
metis,6893,22151
metis,6601,21553
metis,6576,21879
metis,6952,22797
metis,6567,21492
grid,6764,24622
grid,6659,24314
grid,6724,24623
grid,6632,24331
grid,6886,25030
grid,6751,24287
grid,6851,25141
grid,6733,24274
metis_unweighted,6759,21656
metis_unweighted,6756,21883
metis_unweighted,6751,21977
metis_unweighted,6749,21866
metis_unweighted,6745,21470
metis_unweighted,6741,22091
metis_unweighted,6747,21684
metis_unweighted,6752,21710
metis,7077,21248
metis,7153,21094
metis,7274,21164
metis,7118,21535
metis,7509,21744
metis,7509,21396
metis,7466,21514
metis,7214,21891
grid,7488,26039
grid,7326,25965
grid,7362,26227
grid,7200,26148
grid,7407,25845
grid,7245,25734
grid,7227,25625
grid,7065,25522
metis_unweighted,7285,21276
metis_unweighted,7294,21294
metis_unweighted,7283,20905
metis_unweighted,7294,21214
metis_unweighted,7292,21201
metis_unweighted,7294,20618
metis_unweighted,7286,21387
metis_unweighted,7292,21203
metis,7382,21966
metis,6965,21136
metis,6969,21091
metis,7340,21781
metis,7339,21717
metis,7236,20689
metis,7155,21185
metis,6958,20375
grid,7797,31680
grid,7099,30398
grid,7209,30430
grid,7093,30286
grid,7176,30223
grid,6981,30051
grid,7047,29926
grid,6942,29920
metis_unweighted,7262,22506
metis_unweighted,6995,21387
metis_unweighted,6997,21977
metis_unweighted,7377,22020
metis_unweighted,7378,22001
metis_unweighted,6959,21376
metis_unweighted,7196,22132
metis_unweighted,7180,21902
