method,core_n,n
metis,27688,70825
metis,27270,70662
metis,27761,69585
metis,27770,69987
metis,27273,69653
metis,27371,70753
metis,27296,70029
metis,26577,68123
grid,28043,86082
grid,27249,84483
grid,27838,85634
grid,27017,83494
grid,27755,85125
grid,26985,83791
grid,27454,84515
grid,26665,82617
metis_unweighted,27961,71036
metis_unweighted,26768,68820
metis_unweighted,27016,69008
metis_unweighted,28050,70801
metis_unweighted,26675,68326
metis_unweighted,27041,68989
metis_unweighted,27684,69679
metis_unweighted,27811,70052
metis,29312,80148
metis,29793,81141
metis,30035,81591
metis,30036,83804
metis,28317,83404
metis,28825,86632
metis,28309,84623
metis,28653,84808
grid,29547,89151
grid,29187,88895
grid,29259,89092
grid,28971,88895
grid,29385,87569
grid,29025,87292
grid,29097,87510
grid,28809,87292
metis_unweighted,29152,85644
metis_unweighted,29173,87407
metis_unweighted,29152,86709
metis_unweighted,29168,86509
metis_unweighted,29155,87180
metis_unweighted,29157,86000
metis_unweighted,29164,85618
metis_unweighted,29159,86419
metis,26505,73764
metis,27329,75643
metis,26329,72855
metis,26502,75073
metis,27212,73990
metis,26578,72566
metis,27700,75167
metis,27467,75151
grid,27948,85550
grid,26304,82015
grid,27846,85021
grid,26208,81493
grid,27812,84732
grid,26176,81219
grid,27472,83518
grid,25856,80040
metis_unweighted,27005,72857
metis_unweighted,27011,74872
metis_unweighted,26802,73642
metis_unweighted,27005,73569
metis_unweighted,27001,73216
metis_unweighted,27020,73078
metis_unweighted,27021,73483
metis_unweighted,26757,73368
metis,29387,80867
metis,28909,78821
metis,29483,81475
metis,29759,80791
metis,28832,79234
metis,29807,82108
metis,28700,78999
metis,28329,77670
grid,29219,86727
grid,29079,86664
grid,29245,87274
grid,29065,86699
grid,29260,87255
grid,29082,86712
grid,29240,87124
grid,29016,85857
metis_unweighted,29607,81202
metis_unweighted,28971,79239
metis_unweighted,28905,79291
metis_unweighted,28879,81842
metis_unweighted,29707,80076
metis_unweighted,28900,79432
metis_unweighted,28915,79952
metis_unweighted,29322,80043
metis,27475,82692
metis,27193,81557
metis,27473,83234
metis,27472,82816
metis,27498,83827
metis,27483,83234
metis,27467,83747
metis,27459,81496
grid,27546,91662
grid,27422,91697
grid,27474,91644
grid,27409,91211
grid,27496,91623
grid,27414,91322
grid,27430,91603
grid,27329,90740
metis_unweighted,27505,86443
metis_unweighted,27456,84452
metis_unweighted,26643,81270
metis_unweighted,27746,84896
metis_unweighted,27512,82610
metis_unweighted,27752,83683
metis_unweighted,27422,83365
metis_unweighted,27484,82520
metis,28140,70555
metis,29531,76173
metis,27835,70000
metis,29304,74418
metis,28321,72493
metis,29533,74565
metis,28035,71645
metis,28677,72454
grid,28697,96366
grid,28661,96133
grid,28689,96364
grid,28653,96132
grid,28692,96394
grid,28650,96092
grid,28689,96372
grid,28645,96087
metis_unweighted,29492,73839
metis_unweighted,29496,73903
metis_unweighted,28991,72796
metis_unweighted,29244,74383
metis_unweighted,28124,72766
metis_unweighted,28185,73549
metis_unweighted,27933,71717
metis_unweighted,27911,71305
metis,25326,49822
metis,25323,49608
metis,25327,48800
metis,25327,50213
metis,25329,49344
metis,25325,50237
metis,25326,48964
metis,25329,50444
grid,25469,55705
grid,25465,55149
grid,25418,55077
grid,25285,54874
grid,25380,55023
grid,25248,54834
grid,25208,54936
grid,25139,55143
metis_unweighted,25325,50614
metis_unweighted,25326,49520
metis_unweighted,25332,49997
metis_unweighted,25327,49469
metis_unweighted,25326,50622
metis_unweighted,25326,51464
metis_unweighted,25325,49594
metis_unweighted,25325,49794
metis,29720,76835
metis,29643,76666
metis,29592,76220
metis,29180,76465
metis,29205,75574
metis,29775,76667
metis,29999,76694
metis,28870,75012
grid,29556,91579
grid,29457,91388
grid,29542,91577
grid,29441,91388
grid,29543,91577
grid,29452,91388
grid,29547,91577
grid,29446,91388
metis_unweighted,29227,76272
metis_unweighted,29638,75874
metis_unweighted,30027,76971
metis_unweighted,29420,76527
metis_unweighted,29639,76301
metis_unweighted,29859,77257
metis_unweighted,28637,75739
metis_unweighted,29537,76154
metis,26546,43701
metis,27688,44237
metis,27546,44187
metis,27811,43182
metis,26619,43423
metis,26558,42596
metis,26523,43826
metis,26709,44695
grid,27465,71112
grid,27045,70120
grid,27435,71111
grid,26955,70116
grid,27015,70091
grid,26595,69076
grid,26985,70086
grid,26505,69062
metis_unweighted,27178,44756
metis_unweighted,26307,43085
metis_unweighted,27811,43038
metis_unweighted,26733,43636
metis_unweighted,26801,43448
metis_unweighted,26995,44275
metis_unweighted,26823,43970
metis_unweighted,27352,44437
metis,27089,45782
metis,27506,46577
metis,27670,46583
metis,27360,45888
metis,27091,45501
metis,27771,46485
metis,27774,46488
metis,27259,45619
grid,28190,62412
grid,28116,62114
grid,27572,61611
grid,27522,61566
grid,27186,58681
grid,27142,58949
grid,26881,59223
grid,26911,59284
metis_unweighted,27823,46905
metis_unweighted,27525,46433
metis_unweighted,26919,45666
metis_unweighted,27792,46955
metis_unweighted,27487,46868
metis_unweighted,26904,45617
metis_unweighted,27532,47063
metis_unweighted,27538,46744
