method,core_n,n
metis,2097,10830
metis,2192,10846
metis,2166,10961
metis,2224,11030
metis,2105,11319
metis,2158,11593
metis,2176,11167
metis,2162,11151
spectral,2026,11116
spectral,2076,11183
spectral,2248,11524
spectral,2006,10820
spectral,2098,10923
spectral,2238,10882
spectral,2360,11316
spectral,2228,11141
grid,2195,12924
grid,2147,12343
grid,2171,12546
grid,2154,12316
grid,2168,12502
grid,2155,12320
grid,2147,12454
grid,2143,12171
metis_unweighted,2161,11293
metis_unweighted,2159,10962
metis_unweighted,2159,10570
metis_unweighted,2157,10695
metis_unweighted,2158,10711
metis_unweighted,2163,10765
metis_unweighted,2164,10977
metis_unweighted,2159,10363
metis,2486,12137
metis,2489,12368
metis,2521,12478
metis,2628,12351
metis,2510,12361
metis,2628,12657
metis,2625,12637
metis,2525,12254
grid,2580,13268
grid,2541,13227
grid,2598,13346
grid,2541,13203
grid,2587,13531
grid,2561,13324
grid,2522,12978
grid,2482,12840
metis_unweighted,2582,10962
metis_unweighted,2488,10906
metis_unweighted,2527,10855
metis_unweighted,2559,11168
metis_unweighted,2532,10986
metis_unweighted,2598,11383
metis_unweighted,2628,11061
metis_unweighted,2498,11360
metis,2553,10089
metis,2537,10006
metis,2427,9802
metis,2427,9812
metis,2541,10183
metis,2492,9946
metis,2471,9971
metis,2552,10062
spectral,2450,10400
spectral,2850,11130
spectral,2392,10424
spectral,2410,10650
spectral,2514,10590
spectral,2304,10230
spectral,2730,10800
spectral,2350,10220
grid,2525,14701
grid,2477,14383
grid,2525,14701
grid,2474,14374
grid,2525,14701
grid,2477,14381
grid,2525,14701
grid,2472,14375
metis_unweighted,2575,9613
metis_unweighted,2575,9651
metis_unweighted,2483,9665
metis_unweighted,2482,9746
metis_unweighted,2461,9818
metis_unweighted,2465,9992
metis_unweighted,2487,9609
metis_unweighted,2472,9814
metis,2003,10853
metis,1955,10629
metis,2064,10728
metis,1953,10840
metis,2064,9457
metis,2051,9426
metis,1946,10659
metis,2002,10660
spectral,2053,8830
spectral,1996,8774
spectral,2053,8834
spectral,1968,9315
spectral,2053,8765
spectral,1984,9354
spectral,1945,9318
spectral,1986,9400
grid,2103,11433
grid,2073,11404
grid,2019,11327
grid,1986,11274
grid,2028,11469
grid,1977,11243
grid,1950,11251
grid,1902,11163
metis_unweighted,2063,9404
metis_unweighted,2062,9149
metis_unweighted,1977,8916
metis_unweighted,2033,9271
metis_unweighted,2046,9198
metis_unweighted,1948,9021
metis_unweighted,1963,9558
metis_unweighted,1946,9175
metis,2528,9835
metis,2427,9627
metis,2575,9471
metis,2560,9741
metis,2429,9415
metis,2445,9587
metis,2470,9306
metis,2566,9915
spectral,1871,10190
spectral,2635,9865
spectral,2755,9941
spectral,2685,9948
spectral,2745,9838
spectral,2768,9988
spectral,1843,10091
spectral,2698,9850
grid,2504,14674
grid,2502,14640
grid,2501,14667
grid,2495,14639
grid,2515,14731
grid,2498,14662
grid,2490,14675
grid,2495,14631
metis_unweighted,2515,9354
metis_unweighted,2511,9658
metis_unweighted,2498,9458
metis_unweighted,2445,9538
metis_unweighted,2514,9340
metis_unweighted,2503,9477
metis_unweighted,2510,9556
metis_unweighted,2504,9523
metis,2060,11386
metis,1997,11581
metis,2109,11238
metis,2109,11457
metis,2024,10617
metis,2109,10910
metis,1988,11116
metis,1988,11956
spectral,2365,11907
spectral,2019,10921
spectral,2589,12480
spectral,1535,9592
