method,core_n,n
metis,26847,55831
metis,25391,53886
metis,25717,53992
metis,26561,55471
metis,26536,55364
metis,25852,54918
metis,26232,55053
metis,25408,53478
grid,26086,97388
grid,26050,96883
grid,26090,97388
grid,26050,96873
grid,26089,97388
grid,26048,96855
grid,26087,97480
grid,26044,96795
metis_unweighted,26328,54998
metis_unweighted,25563,54206
metis_unweighted,26273,54963
metis_unweighted,25848,54182
metis_unweighted,26168,54342
metis_unweighted,26079,54949
metis_unweighted,26424,55143
metis_unweighted,25861,54341
metis,26372,51634
metis,25840,50853
metis,25594,49884
metis,25242,50246
metis,25334,50299
metis,26302,51541
metis,26691,50952
metis,25985,50769
grid,25943,84488
grid,25908,84115
grid,25923,84511
grid,25908,84115
grid,25939,84389
grid,25920,84369
grid,25899,84363
grid,25920,84369
metis_unweighted,25549,50931
metis_unweighted,26059,51046
metis_unweighted,25163,50676
metis_unweighted,26286,51397
metis_unweighted,26614,51963
metis_unweighted,25219,50519
metis_unweighted,25899,51508
metis_unweighted,26571,51808
metis,26932,69244
metis,27694,69560
metis,27866,71298
metis,27688,70076
metis,27148,69197
metis,27737,68986
metis,27214,68194
metis,26727,67579
grid,27428,81733
grid,27338,80940
grid,27360,81233
grid,27388,81448
grid,27391,81447
grid,27349,81062
grid,27348,81020
grid,27404,81529
metis_unweighted,26744,68618
metis_unweighted,26778,68619
metis_unweighted,27720,69235
metis_unweighted,28024,70186
metis_unweighted,27847,69273
metis_unweighted,26681,67763
metis_unweighted,28198,70668
metis_unweighted,27014,68046
metis,25579,72018
metis,24561,71244
metis,25684,73626
metis,24355,71201
metis,24408,70640
metis,25320,71098
metis,25648,72389
metis,24445,69612
grid,25104,76872
grid,24902,76751
grid,25100,76872
grid,24901,76755
grid,25102,76860
grid,24899,76747
grid,25094,76851
grid,24898,76747
metis_unweighted,25588,71160
metis_unweighted,24373,69280
metis_unweighted,24420,69257
metis_unweighted,24643,69240
metis_unweighted,24543,69035
metis_unweighted,25399,71419
metis_unweighted,25284,70800
metis_unweighted,25750,71455
metis,28214,75355
metis,28264,76896
metis,28257,75827
metis,28229,75929
metis,26639,78020
metis,26639,78185
metis,26639,77292
metis,26639,78327
grid,27468,95766
grid,27484,95790
grid,27412,95163
grid,27397,95157
grid,27469,95766
grid,27481,95790
grid,27412,95163
grid,27397,95157
metis_unweighted,27219,74075
metis_unweighted,27273,74554
metis_unweighted,27035,73260
metis_unweighted,27615,74220
metis_unweighted,27295,75377
metis_unweighted,27957,75353
metis_unweighted,27548,74661
metis_unweighted,27578,73914
metis,27014,48842
metis,27015,48790
metis,26999,48958
metis,26995,48763
metis,26993,49062
metis,27010,48842
metis,26972,48747
metis,27002,48813
grid,28455,73858
grid,27975,72645
grid,27210,71236
grid,26790,70637
grid,27375,72498
grid,26895,71118
grid,25860,68853
grid,25440,68031
metis_unweighted,26964,48923
metis_unweighted,26969,49025
metis_unweighted,26960,48914
metis_unweighted,27066,48899
metis_unweighted,26994,48898
metis_unweighted,27001,49048
metis_unweighted,27052,48940
metis_unweighted,26994,48966
metis,25496,73092
metis,25496,74340
metis,25473,73782
metis,25500,72861
metis,25496,71723
metis,25474,71713
metis,25327,70356
metis,25480,72280
grid,25770,83760
grid,25506,82826
grid,25743,84179
grid,25366,83272
grid,25391,83052
grid,25229,82666
grid,25432,83258
grid,25305,82842
metis_unweighted,25472,71865
metis_unweighted,25507,71394
metis_unweighted,25457,73141
metis_unweighted,25458,71127
metis_unweighted,25472,69861
metis_unweighted,25461,71203
metis_unweighted,25463,70223
metis_unweighted,25452,71806
metis,28791,63826
metis,27183,61913
metis,27822,63155
metis,27827,62889
metis,27889,62661
metis,28617,64040
metis,28452,63111
metis,27419,61746
grid,28100,134022
grid,27901,132498
grid,28102,134023
grid,27901,132496
grid,28107,134026
grid,27912,132504
grid,28091,133938
grid,27886,132405
metis_unweighted,28841,63451
metis_unweighted,28579,64646
metis_unweighted,28527,63663
metis_unweighted,27861,62179
metis_unweighted,27183,62821
metis_unweighted,27250,62386
metis_unweighted,27831,63620
metis_unweighted,27928,64012
metis,27026,74244
metis,27043,74945
metis,27986,75692
metis,27808,76351
metis,27829,77034
metis,26938,75575
metis,27049,75605
metis,27327,76566
grid,27537,90197
grid,27778,90734
grid,27226,88996
grid,27491,90053
grid,27226,88911
grid,27491,89883
grid,26985,88292
grid,27272,89399
metis_unweighted,27050,75574
metis_unweighted,27382,75129
metis_unweighted,26957,75689
metis_unweighted,27656,76407
metis_unweighted,27083,76134
metis_unweighted,27624,77273
metis_unweighted,27620,75564
metis_unweighted,27634,76923
metis,25827,69240
metis,25856,69968
metis,25857,70112
metis,25862,69511
metis,25840,69705
metis,25842,70074
metis,25839,69601
metis,25840,70110
grid,26922,108082
grid,25641,104747
grid,26418,106213
grid,25245,103841
grid,26442,106210
grid,25219,103357
grid,26046,106132
grid,24830,103355
metis_unweighted,25847,69570
metis_unweighted,25848,70135
metis_unweighted,25847,70158
metis_unweighted,25846,69204
metis_unweighted,25840,69470
metis_unweighted,25848,70338
metis_unweighted,25845,70128
metis_unweighted,25842,70455
