method,core_n,n
metis,12909,25347
metis,13340,26121
metis,13516,26192
metis,12739,26005
metis,12855,26130
metis,13169,25475
metis,13353,26647
metis,13095,25533
grid,13126,51809
grid,13121,51801
grid,13123,51809
grid,13119,51805
grid,13125,51809
grid,13122,51801
grid,13122,51809
grid,13118,51807
metis_unweighted,12801,25970
metis_unweighted,12892,25346
metis_unweighted,13516,26622
metis_unweighted,13261,25617
metis_unweighted,13516,25776
metis_unweighted,13408,26511
metis_unweighted,12739,25326
metis_unweighted,12843,25685
metis,15013,42565
metis,15141,43626
metis,14542,41877
metis,14647,41207
metis,14526,41879
metis,15186,42135
metis,14495,41465
metis,14575,41443
grid,14829,46322
grid,14676,46236
grid,14796,46330
grid,14650,46436
grid,14931,46565
grid,14739,46203
grid,14844,46254
grid,14660,46147
metis_unweighted,14495,43036
metis_unweighted,14955,43378
metis_unweighted,14700,42034
metis_unweighted,14420,41959
metis_unweighted,15054,42852
metis_unweighted,15189,42522
metis_unweighted,14947,41859
metis_unweighted,14365,40464
metis,15452,34782
metis,14802,33519
metis,15643,35546
metis,14918,34139
metis,15149,34520
metis,14904,34374
metis,15333,34722
metis,15299,34553
grid,15458,46171
grid,15322,45564
grid,15262,45430
grid,15158,45095
grid,15157,44891
grid,15038,44369
grid,15098,45034
grid,15007,44740
metis_unweighted,15586,32724
metis_unweighted,15604,33033
metis_unweighted,14814,33296
metis_unweighted,14818,33721
metis_unweighted,15410,32532
metis_unweighted,15591,33114
metis_unweighted,14830,33422
metis_unweighted,14847,33493
metis,12948,30905
metis,13021,31135
metis,13258,32022
metis,13307,31499
metis,13228,31898
metis,12920,31239
metis,13196,31537
metis,13578,32668
grid,13971,40412
grid,13972,40538
grid,13459,39408
grid,13354,38969
grid,12939,38442
grid,12938,38556
grid,12463,37482
grid,12360,36969
metis_unweighted,13204,29798
metis_unweighted,13209,29305
metis_unweighted,13114,29853
metis_unweighted,13207,30075
metis_unweighted,13195,29244
metis_unweighted,13205,29961
metis_unweighted,13188,30809
metis_unweighted,13134,29790
metis,16150,27807
metis,15758,27382
metis,15517,27252
metis,16100,28107
metis,16357,28013
metis,16022,27995
metis,15984,27504
metis,15984,27504
grid,16080,49573
grid,16014,49357
grid,16008,49227
grid,15942,49011
grid,16032,49477
grid,15954,49309
grid,15960,49131
grid,15882,48963
metis_unweighted,16464,28493
metis_unweighted,15662,27668
metis_unweighted,15517,27475
metis_unweighted,16382,28356
metis_unweighted,15517,27450
metis_unweighted,16380,28354
metis_unweighted,16109,27956
metis_unweighted,15841,27747
metis,13848,38522
metis,14420,39801
metis,14267,39323
metis,13813,38111
metis,13758,38083
metis,14420,39797
metis,13702,38254
metis,13772,39046
grid,14108,43731
grid,13928,43275
grid,14124,43723
grid,13937,43232
grid,14047,43687
grid,13925,43483
grid,14065,43643
grid,13866,43192
metis_unweighted,13940,38254
metis_unweighted,13944,38626
metis_unweighted,14040,38635
metis_unweighted,13943,39201
metis_unweighted,14115,38453
metis_unweighted,13941,38490
metis_unweighted,14136,39110
metis_unweighted,13941,38729
metis,14013,33772
metis,14838,34724
metis,14590,34243
metis,14838,34908
metis,14113,33225
metis,14348,34189
metis,14003,33006
metis,14505,35351
grid,14525,43082
grid,14518,43075
grid,14392,42954
grid,14385,42913
grid,14427,43068
grid,14420,43061
grid,14294,42940
grid,14287,42899
metis_unweighted,14312,33572
metis_unweighted,14252,34115
metis_unweighted,14765,34361
metis_unweighted,14332,32973
metis_unweighted,14124,33466
metis_unweighted,14838,35859
metis_unweighted,14268,33030
metis_unweighted,14357,33595
metis,15571,36273
metis,15644,35658
metis,15841,36210
metis,15143,35265
metis,14961,35531
metis,15041,35536
metis,15460,36168
metis,15371,35853
grid,15450,44753
grid,15366,44472
grid,15438,44459
grid,15366,44368
grid,15425,44669
grid,15327,44408
grid,15372,44555
grid,15288,44455
metis_unweighted,15226,35336
metis_unweighted,15099,34909
metis_unweighted,15674,35713
metis_unweighted,15266,35276
metis_unweighted,15679,35690
metis_unweighted,15239,35300
metis_unweighted,15697,35823
metis_unweighted,15152,35096
metis,12900,31016
metis,13036,31084
metis,12287,30126
metis,12385,30641
metis,12671,30404
metis,12608,31128
metis,12585,30666
metis,12778,30437
grid,13062,40427
grid,12813,40089
grid,12828,39842
grid,12597,39625
grid,12708,39523
grid,12492,39403
grid,12477,39028
grid,12273,38883
metis_unweighted,13011,30654
metis_unweighted,12932,30909
metis_unweighted,13022,30886
metis_unweighted,12416,29682
metis_unweighted,12374,29418
metis_unweighted,12485,29504
metis_unweighted,12607,30127
metis_unweighted,12403,29963
metis,13463,35666
metis,13590,35587
metis,13593,35645
metis,14038,36390
metis,14047,36253
metis,14267,35925
metis,13967,35472
metis,13843,35720
grid,13860,42286
grid,13844,42286
grid,13851,42282
grid,13852,42282
grid,13855,42292
grid,13850,42283
grid,13847,42272
grid,13849,42277
metis_unweighted,14267,36339
metis_unweighted,14267,35924
metis_unweighted,13460,34814
metis_unweighted,13446,34858
metis_unweighted,13748,35579
metis_unweighted,14223,36293
metis_unweighted,13696,35205
metis_unweighted,13701,35556
