method,core_n,n
metis,132392,191203
metis,133981,193175
metis,135128,195298
metis,132424,192010
metis,133426,192622
metis,133482,193371
metis,133756,192912
metis,133153,190305
grid,133536,283378
grid,133497,283371
grid,133421,282414
grid,133423,282734
grid,133425,282613
grid,133417,282246
grid,133495,283360
grid,133528,283319
metis_unweighted,131441,192503
metis_unweighted,134811,196370
metis_unweighted,133852,193611
metis_unweighted,133871,192137
metis_unweighted,134670,191911
metis_unweighted,131494,191895
metis_unweighted,133801,195647
metis_unweighted,133802,196121
metis,131713,236379
metis,131663,232951
metis,129340,231274
metis,130588,237538
metis,129464,230698
metis,129213,231228
metis,132517,236329
metis,128187,230293
grid,130413,246497
grid,129740,246508
grid,130703,247402
grid,130012,247372
grid,130762,246910
grid,130009,246451
grid,130906,246958
grid,130140,246677
metis_unweighted,130984,235982
metis_unweighted,131743,234491
metis_unweighted,130990,233911
metis_unweighted,131136,233921
metis_unweighted,128815,232513
metis_unweighted,129792,231145
metis_unweighted,130862,234796
metis_unweighted,128363,228974
metis,134637,209876
metis,137889,212596
metis,133705,210385
metis,132704,209927
metis,132684,211185
metis,134754,212039
metis,133837,212193
metis,132266,208128
grid,135114,248451
grid,134586,246508
grid,134462,246790
grid,133998,245351
grid,133997,244939
grid,133502,243129
grid,133626,244938
grid,133191,243588
metis_unweighted,134062,207828
metis_unweighted,133558,207309
metis_unweighted,134103,207993
metis_unweighted,134168,207929
metis_unweighted,134734,208592
metis_unweighted,133575,207221
metis_unweighted,134198,207795
metis_unweighted,134078,207826
metis,129321,206609
metis,131897,211733
metis,131880,209423
metis,128276,207162
metis,134126,214391
metis,134158,211475
metis,132553,213112
metis,131485,210654
grid,135096,239824
grid,135125,239613
grid,133088,235965
grid,132947,236349
grid,130344,233008
grid,130371,232779
grid,128432,229499
grid,128293,229865
metis_unweighted,131710,206629
metis_unweighted,131723,204250
metis_unweighted,131712,207603
metis_unweighted,131727,204886
metis_unweighted,131710,206503
metis_unweighted,131707,203965
metis_unweighted,131702,204318
metis_unweighted,131705,209870
metis,128048,175441
metis,126310,175330
metis,128426,175708
metis,127856,174965
metis,127898,174838
metis,128897,177493
metis,127936,175322
metis,127605,174888
grid,128304,245143
grid,128016,244705
grid,128016,244221
grid,127728,243783
grid,128016,244843
grid,127728,244357
grid,127728,243921
grid,127440,243435
metis_unweighted,127302,175383
metis_unweighted,128709,176517
metis_unweighted,128149,175878
metis_unweighted,127330,174914
metis_unweighted,127629,175648
metis_unweighted,128107,176116
metis_unweighted,127284,175030
metis_unweighted,128466,176196
metis,129417,228383
metis,129180,228348
metis,130774,231761
metis,128517,223609
metis,129794,228577
metis,129193,227255
metis,130208,229850
metis,130149,229040
grid,130058,244259
grid,129394,242990
grid,130051,244259
grid,129402,243044
grid,129901,244105
grid,129297,243063
grid,129927,244025
grid,129202,242718
metis_unweighted,129719,226676
metis_unweighted,130374,228021
metis_unweighted,129859,226750
metis_unweighted,129856,226105
metis_unweighted,128866,226942
metis_unweighted,129850,225694
metis_unweighted,129909,229168
metis_unweighted,128799,223446
metis,128517,206550
metis,129933,208639
metis,126593,204008
metis,127991,208400
metis,127040,204883
metis,126804,203195
metis,128101,205923
metis,129359,207269
grid,128636,233761
grid,128501,233644
grid,128004,233165
grid,127869,232951
grid,128246,232983
grid,128120,233027
grid,127544,233022
grid,127418,233009
metis_unweighted,128502,204874
metis_unweighted,128511,203923
metis_unweighted,125888,200678
metis_unweighted,128351,204179
metis_unweighted,125725,204397
metis_unweighted,128105,203604
metis_unweighted,129172,205248
metis_unweighted,130084,207443
metis,138282,221885
metis,136498,216133
metis,137533,219179
metis,140449,226806
metis,135732,216553
metis,136621,217755
metis,139933,224422
metis,137200,217716
grid,137992,247042
grid,137656,246394
grid,137930,246973
grid,137559,246202
grid,138056,247005
grid,137690,246302
grid,137875,247185
grid,137490,246453
metis_unweighted,137915,220753
metis_unweighted,138736,221020
metis_unweighted,138749,220137
metis_unweighted,137212,218475
metis_unweighted,137656,218348
metis_unweighted,137567,221830
metis_unweighted,137208,218147
metis_unweighted,137205,218831
metis,134313,214139
metis,136240,215506
metis,136004,215002
metis,134310,215200
metis,134915,214039
metis,133801,213953
metis,134133,212513
metis,134394,215728
grid,136695,248458
grid,135555,248712
grid,135588,247438
grid,134484,247261
grid,135027,246497
grid,133956,246081
grid,133923,245938
grid,132882,245156
metis_unweighted,134795,213449
metis_unweighted,132065,210271
metis_unweighted,135333,212728
metis_unweighted,135414,214072
metis_unweighted,135884,212906
metis_unweighted,134794,215953
metis_unweighted,134178,213307
metis_unweighted,135647,214598
metis,130079,218224
metis,130629,221273
metis,130266,217923
metis,129260,217922
metis,131227,219122
metis,130199,219606
metis,131436,220165
metis,129472,220899
grid,130346,239706
grid,130304,239641
grid,130394,239830
grid,130291,239633
grid,130386,239821
grid,130250,239611
grid,130387,239811
grid,130210,239514
metis_unweighted,129508,216950
metis_unweighted,129773,221036
metis_unweighted,130086,217934
metis_unweighted,130242,220172
metis_unweighted,130863,222142
metis_unweighted,131480,218471
metis_unweighted,130803,221058
metis_unweighted,129813,218567
metis,141035,188051
metis,142470,189456
metis,143158,189960
metis,140808,187445
metis,142770,189718
metis,139636,185727
metis,142352,188800
metis,141339,188095
grid,142214,270129
grid,141918,270118
grid,141597,269930
grid,141357,269940
grid,141976,270055
grid,141605,270029
grid,141573,269930
grid,141328,269918
metis_unweighted,142085,188194
metis_unweighted,141687,188160
metis_unweighted,141593,187632
metis_unweighted,141589,187465
metis_unweighted,141668,188041
metis_unweighted,141565,187879
metis_unweighted,141703,187508
