method,core_n,n
metis,27569,66245
metis,28534,67018
metis,27451,66908
metis,28089,66803
metis,27136,66287
metis,27416,65706
metis,27811,65909
metis,27610,65995
grid,27854,71509
grid,27677,71370
grid,27822,71506
grid,27649,71373
grid,27736,71470
grid,27599,71388
grid,27720,71479
grid,27559,71308
metis_unweighted,27274,65997
metis_unweighted,28361,68757
metis_unweighted,27305,67129
metis_unweighted,27555,66721
metis_unweighted,27424,67756
metis_unweighted,27877,67652
metis_unweighted,27718,67161
metis_unweighted,28102,67546
metis,28454,55313
metis,29648,56167
metis,28504,54728
metis,30036,57814
metis,29669,57350
metis,29347,58071
metis,28309,55457
metis,29313,56392
grid,29358,74565
grid,29178,74471
grid,29286,74565
grid,29142,74463
grid,29196,73779
grid,29016,73733
grid,29124,73775
grid,28980,73672
metis_unweighted,29856,57413
metis_unweighted,29181,55538
metis_unweighted,28738,54678
metis_unweighted,28990,54374
metis_unweighted,29266,56651
metis_unweighted,28986,54913
metis_unweighted,29019,56884
metis_unweighted,29244,55736
metis,27114,54085
metis,26295,52607
metis,25828,52488
metis,25906,52559
metis,26072,52607
metis,26014,52698
metis,27156,54421
metis,26527,52811
grid,26676,80428
grid,26338,79515
grid,26507,80279
grid,26169,79353
grid,26442,80258
grid,26104,79314
grid,26507,80315
grid,26169,79318
metis_unweighted,26383,53216
metis_unweighted,26373,52204
metis_unweighted,26434,52989
metis_unweighted,26382,52911
metis_unweighted,26350,52789
metis_unweighted,26375,52079
metis_unweighted,26306,52622
metis_unweighted,26309,52647
metis,27182,56155
metis,26401,55722
metis,27475,56825
metis,27811,56369
metis,26596,55246
metis,27811,57427
metis,26289,53643
metis,26435,55111
grid,27360,67496
grid,27105,66396
grid,27105,67117
grid,26880,66143
grid,27105,66844
grid,26880,65884
grid,26880,66707
grid,26685,65893
metis_unweighted,26816,55219
metis_unweighted,27044,55872
metis_unweighted,27483,57023
metis_unweighted,27582,57022
metis_unweighted,26244,54034
metis_unweighted,26290,54292
metis_unweighted,27098,56110
metis_unweighted,27443,56368
metis,27623,57063
metis,26531,58588
metis,26300,56890
metis,26367,55791
metis,26985,56611
metis,27389,57584
metis,27441,57874
metis,27877,57666
grid,27365,80931
grid,26803,79859
grid,27351,80399
grid,26715,79784
grid,27357,81121
grid,26769,79250
grid,27378,81206
grid,26775,79574
metis_unweighted,26956,57099
metis_unweighted,26930,56130
metis_unweighted,26921,56762
metis_unweighted,27035,56093
metis_unweighted,27424,56493
metis_unweighted,26919,56939
metis_unweighted,27415,56761
metis_unweighted,26913,56567
metis,30388,60551
metis,31107,61495
metis,30904,61351
metis,30583,61392
metis,30252,59423
metis,31631,63433
metis,30146,60496
metis,30989,61414
grid,30753,81000
grid,30748,80980
grid,30754,80991
grid,30748,80984
grid,30752,80991
grid,30748,80991
grid,30749,80991
grid,30748,80991
metis_unweighted,31036,61824
metis_unweighted,31104,61040
metis_unweighted,30565,61026
metis_unweighted,30173,60027
metis_unweighted,31464,61914
metis_unweighted,30726,61180
metis_unweighted,30629,60309
metis_unweighted,30303,60858
metis,26798,63682
metis,26777,65083
metis,26798,65028
metis,26799,66075
metis,26793,64361
metis,26806,64811
metis,26805,66299
metis,26799,65082
grid,29160,75074
grid,27540,71910
grid,27540,71910
grid,26010,68875
grid,27540,71910
grid,26010,68875
grid,26010,68875
grid,24565,65964
metis_unweighted,26796,66080
metis_unweighted,26797,65350
metis_unweighted,26794,66604
metis_unweighted,26805,66129
metis_unweighted,26795,66242
metis_unweighted,26797,67589
metis_unweighted,26795,66577
metis_unweighted,26796,66464
metis,27893,65701
metis,26712,64186
metis,26702,64901
metis,27769,65101
metis,27101,64280
metis,26698,63983
metis,27710,65648
metis,28165,67890
grid,27510,73174
grid,27182,72380
grid,27339,72537
grid,27245,72396
grid,27480,72480
grid,27223,72302
grid,27505,71706
grid,27266,71778
metis_unweighted,27341,64391
metis_unweighted,27347,65655
metis_unweighted,27340,64054
metis_unweighted,27342,64569
metis_unweighted,27348,63997
metis_unweighted,27345,65029
metis_unweighted,27342,64325
metis_unweighted,27345,64259
metis,26595,59877
metis,26432,58974
metis,26206,58130
metis,25685,57564
metis,25525,57366
metis,27024,59360
metis,25525,57480
metis,26960,59532
grid,26568,67143
grid,26244,66709
grid,26406,66763
grid,26082,66329
grid,26406,66477
grid,26082,66043
grid,26244,66097
grid,25920,65663
metis_unweighted,25754,58473
metis_unweighted,26427,58521
metis_unweighted,26531,58707
metis_unweighted,26880,59527
metis_unweighted,25851,57965
metis_unweighted,26421,58587
metis_unweighted,25669,57753
metis_unweighted,26419,59506
metis,26714,59203
metis,26596,59008
metis,28165,59801
metis,28165,61300
metis,27580,61634
metis,27109,60927
metis,26725,59811
metis,27696,60944
grid,27510,69663
grid,27515,69778
grid,27211,68563
grid,27169,68480
grid,27525,69591
grid,27450,69382
grid,27213,68655
grid,27157,68538
metis_unweighted,28025,61267
metis_unweighted,28146,60875
metis_unweighted,26578,59321
metis_unweighted,26584,58096
metis_unweighted,27995,60029
metis_unweighted,28092,60980
metis_unweighted,26663,59740
metis_unweighted,26667,58359
