method,core_n,n
metis,7490,22411
metis,7287,21353
metis,7207,24811
metis,7213,24277
metis,7549,21647
metis,7298,21540
metis,7329,21938
metis,7583,22471
grid,7550,26367
grid,7415,25888
grid,7495,26375
grid,7307,26107
grid,7393,25686
grid,7290,25759
grid,7329,25695
grid,7177,25783
metis_unweighted,7205,21261
metis_unweighted,7216,21872
metis_unweighted,7531,21853
metis_unweighted,7491,21234
metis_unweighted,7214,21402
metis_unweighted,7192,21156
metis_unweighted,7530,21555
metis_unweighted,7577,21769
metis,7143,20784
metis,7208,20275
metis,7248,21249
metis,7190,20559
metis,7166,20829
metis,7138,20833
metis,7011,20353
metis,6920,20055
grid,7139,26160
grid,7118,26105
grid,7140,26192
grid,7116,26091
grid,7145,26206
grid,7115,26086
grid,7139,26200
grid,7112,26060
metis_unweighted,7105,20349
metis_unweighted,7183,20620
metis_unweighted,6921,19860
metis_unweighted,7342,20791
metis_unweighted,7107,20177
metis_unweighted,7109,20146
metis_unweighted,7062,20002
metis_unweighted,7195,20268
metis,6554,13733
metis,6588,13699
metis,6426,13512
metis,6617,13743
metis,6501,13568
metis,6585,13624
metis,6448,13551
metis,6505,13440
grid,6535,28528
grid,6537,28521
grid,6536,28528
grid,6523,28517
grid,6525,28515
grid,6527,28515
grid,6527,28517
grid,6514,28496
metis_unweighted,6505,14041
metis_unweighted,6609,13980
metis_unweighted,6380,13881
metis_unweighted,6488,14022
metis_unweighted,6552,14074
metis_unweighted,6589,14133
metis_unweighted,6388,13761
metis_unweighted,6713,14106
metis,7862,20392
metis,7573,20152
metis,7627,19973
metis,7466,19659
metis,7869,19992
metis,7693,19735
metis,7464,19494
metis,7672,20036
grid,7770,28589
grid,7726,28272
grid,7630,28714
grid,7608,27771
grid,7641,27961
grid,7663,28207
grid,7572,28517
grid,7616,28192
metis_unweighted,7744,20070
metis_unweighted,7766,19879
metis_unweighted,7737,20048
metis_unweighted,7601,19394
metis_unweighted,7672,19937
metis_unweighted,7722,19758
metis_unweighted,7479,19358
metis_unweighted,7505,19923
metis,7409,20659
metis,7415,20593
metis,7772,21762
metis,7680,21045
metis,7333,20728
metis,7325,20976
metis,7772,21628
metis,7662,21655
grid,7551,26358
grid,7544,26342
grid,7550,26349
grid,7544,26336
grid,7550,26349
grid,7541,26323
grid,7549,26329
grid,7539,26323
metis_unweighted,7326,20800
metis_unweighted,7628,21052
metis_unweighted,7710,22067
metis_unweighted,7703,21670
metis_unweighted,7667,21381
metis_unweighted,7375,20607
metis_unweighted,7483,21191
metis_unweighted,7476,21243
metis,6490,19213
metis,6789,19790
metis,6623,22613
metis,6471,22315
metis,6638,19800
metis,6789,19167
metis,6437,22615
metis,6491,22518
grid,6653,24826
grid,6555,23987
grid,6648,24695
grid,6560,24048
grid,6626,24358
grid,6543,23908
grid,6606,24473
grid,6537,24090
metis_unweighted,6398,18786
metis_unweighted,6748,19115
metis_unweighted,6436,18451
metis_unweighted,6758,19686
metis_unweighted,6772,19506
metis_unweighted,6429,18653
metis_unweighted,6398,18438
metis_unweighted,6789,19307
metis,7066,21538
metis,6675,21016
metis,7065,21580
metis,6701,20541
metis,6921,21466
metis,6925,21158
metis,6688,20792
metis,6839,21290
grid,6873,25934
grid,6850,25922
grid,6888,25924
grid,6837,25928
grid,6879,25986
grid,6842,25922
grid,6872,25942
grid,6839,25904
metis_unweighted,6967,21023
metis_unweighted,6935,21016
metis_unweighted,6754,21897
metis_unweighted,6853,21407
metis_unweighted,6885,21016
metis_unweighted,6882,21219
metis_unweighted,6792,21614
metis_unweighted,6812,21572
metis,6452,24577
metis,6087,25346
metis,6205,24413
metis,6452,24691
metis,6284,24554
metis,6181,24184
metis,6341,24850
metis,6110,23784
grid,6547,27126
grid,6272,26036
grid,6330,26125
grid,6141,25586
grid,6364,26169
grid,6151,25573
grid,6227,25709
grid,6080,25341
metis_unweighted,6220,23977
metis_unweighted,6431,24400
metis_unweighted,6087,23982
metis_unweighted,6408,24491
metis_unweighted,6334,24294
metis_unweighted,6230,24374
metis_unweighted,6180,24559
metis_unweighted,6222,24647
metis,6752,23190
metis,6728,22961
metis,6692,23516
metis,6920,23637
metis,6744,23853
metis,6713,23437
metis,6850,24283
metis,6547,23157
grid,6827,25957
grid,6769,25900
grid,6747,25533
grid,6717,25512
grid,6763,25746
grid,6713,25465
grid,6717,25797
grid,6693,25567
metis_unweighted,6610,22833
metis_unweighted,6642,22910
metis_unweighted,6922,23518
metis_unweighted,6937,23710
metis_unweighted,6560,23637
metis_unweighted,6838,23659
metis_unweighted,6816,23482
metis_unweighted,6621,23099
metis,7515,20727
metis,7185,20256
metis,7189,20735
metis,7154,20582
metis,7584,21715
metis,7241,21097
metis,7590,21900
metis,7498,21272
grid,7965,28668
grid,7794,28032
grid,7794,27892
grid,7659,27629
grid,7080,26813
grid,6928,26202
grid,6928,26073
grid,6808,25855
metis_unweighted,7447,20454
metis_unweighted,7370,20526
metis_unweighted,7183,20068
metis_unweighted,7193,20202
metis_unweighted,7483,20307
metis_unweighted,7384,21049
metis_unweighted,7590,20660
metis_unweighted,7306,20413
