method,core_n,n
metis,2656,12167
metis,2700,12182
metis,2578,11973
metis,2659,12127
metis,2549,12168
metis,2652,12026
metis,2590,12144
metis,2608,11998
grid,2668,16358
grid,2632,16169
grid,2644,16358
grid,2616,16169
grid,2636,16342
grid,2600,16150
grid,2612,16342
grid,2584,16150
metis_unweighted,2687,12356
metis_unweighted,2636,12130
metis_unweighted,2621,12061
metis_unweighted,2558,11992
metis_unweighted,2650,12074
metis_unweighted,2605,12019
metis_unweighted,2584,12047
metis_unweighted,2651,12135
metis,1941,8264
metis,2010,8926
metis,1941,8318
metis,2039,9086
metis,2030,8899
metis,2021,8671
metis,2019,8876
metis,1999,8602
spectral,2060,8850
spectral,1950,8600
spectral,2000,8770
spectral,1980,8800
spectral,1960,8770
spectral,2010,8810
spectral,2020,8870
spectral,2020,8740
grid,2001,12544
grid,2004,12618
grid,2004,12544
grid,1997,12542
grid,1999,12544
grid,2001,12573
grid,2004,12570
grid,1990,12532
metis_unweighted,1989,8752
metis_unweighted,1997,8782
metis_unweighted,1941,8654
metis_unweighted,1990,8768
metis_unweighted,2036,8864
metis_unweighted,2023,8910
metis_unweighted,2049,8805
metis_unweighted,1975,8758
metis,2056,8776
metis,2056,8730
metis,1989,8561
metis,2056,8595
metis,1938,8658
metis,1995,8477
metis,1942,8442
metis,1940,8524
spectral,1980,8371
spectral,2013,8393
spectral,2101,8602
spectral,1947,8305
spectral,2090,8547
spectral,1947,8239
spectral,1969,8294
spectral,1925,8426
grid,2244,11950
grid,2178,11771
grid,2178,11756
grid,2112,11452
grid,1870,11584
grid,1815,11407
grid,1815,11378
grid,1760,11093
metis_unweighted,1945,8276
metis_unweighted,1938,8514
metis_unweighted,1963,8720
metis_unweighted,2035,8536
metis_unweighted,2000,8500
metis_unweighted,2035,8602
metis_unweighted,2000,8562
metis_unweighted,2056,8727
metis,2041,9231
metis,2026,9339
metis,2045,10174
metis,2027,10150
metis,2103,9502
metis,2073,9033
metis,2031,10526
metis,2038,10064
spectral,1819,8094
spectral,2508,9901
spectral,1853,8377
spectral,2259,9585
spectral,2226,9596
spectral,2168,9601
spectral,1765,8068
spectral,1786,7892
grid,2456,11968
grid,2168,11344
grid,2168,11344
grid,1912,10464
grid,2168,11344
grid,1912,10464
grid,1912,10464
grid,1688,9904
metis_unweighted,2041,9886
metis_unweighted,2031,9347
metis_unweighted,2028,10200
metis_unweighted,2029,9700
metis_unweighted,2075,9997
metis_unweighted,2042,10122
metis_unweighted,2030,9468
metis_unweighted,2108,9815
metis,1820,13921
metis,1890,13811
metis,1879,13841
metis,1884,13944
metis,1848,13971
metis,1843,13954
metis,1909,14056
metis,1927,14113
spectral,1884,14023
spectral,1861,13932
spectral,1880,13925
spectral,1880,13925
spectral,1875,13970
spectral,1861,13932
spectral,1875,13970
spectral,1884,14023
grid,1877,14513
grid,1876,14513
grid,1881,14530
grid,1870,14511
grid,1879,14515
grid,1873,14509
grid,1880,14525
grid,1864,14508
metis_unweighted,1926,14206
metis_unweighted,1866,13963
metis_unweighted,1930,14061
metis_unweighted,1869,14133
metis_unweighted,1878,13826
metis_unweighted,1820,13592
metis_unweighted,1852,13894
metis_unweighted,1859,13992
metis,2252,8534
metis,2252,8456
metis,2166,10404
metis,2192,10262
metis,2136,10295
metis,2204,10436
metis,2123,10364
metis,2171,10474
spectral,2430,8262
spectral,1503,8892
spectral,2385,8496
spectral,2430,8262
spectral,2385,8496
spectral,1503,8892
spectral,2430,8262
spectral,2430,8262
grid,2307,14613
grid,2220,14186
grid,2229,14496
grid,2154,14267
grid,2238,14609
grid,2145,14227
grid,2136,14458
grid,2067,14266
metis_unweighted,2252,10642
metis_unweighted,2123,9919
metis_unweighted,2252,10308
metis_unweighted,2204,9919
metis_unweighted,2123,10231
metis_unweighted,2239,10636
metis_unweighted,2145,10558
metis_unweighted,2158,10612
metis,2011,10324
metis,2067,10595
metis,1988,10430
metis,2106,10624
metis,2076,10384
metis,2080,9881
metis,1992,8896
metis,2064,9817
spectral,1706,8050
spectral,2600,10091
spectral,2309,9577
spectral,1917,8769
spectral,2028,8882
spectral,1669,7809
spectral,2360,9670
spectral,1795,8259
grid,2127,11839
grid,2028,11245
grid,2084,11267
grid,1985,11087
grid,2089,11584
grid,1994,11157
grid,2071,11225
grid,2006,11073
metis_unweighted,2063,10360
metis_unweighted,2044,9956
metis_unweighted,2061,9411
metis_unweighted,2056,9445
metis_unweighted,2004,9631
metis_unweighted,2054,10165
metis_unweighted,2043,9910
metis_unweighted,2059,10190
metis,2138,9835
metis,2048,9712
metis,2138,9876
metis,2047,9764
metis,2110,9730
metis,2142,9798
metis,2127,9859
metis,2125,9809
spectral,1725,10999
spectral,2487,11479
spectral,2040,11103
spectral,2044,11456
spectral,2585,11426
spectral,1760,11234
spectral,2151,11242
spectral,2083,11414
grid,2033,12889
grid,2084,13263
grid,2078,13088
grid,2133,13516
grid,2080,13088
grid,2135,13514
grid,2135,13312
grid,2197,13604
metis_unweighted,2146,10126
metis_unweighted,2111,10037
metis_unweighted,2091,10063
metis_unweighted,2112,10002
metis_unweighted,2140,10195
metis_unweighted,2116,10092
metis_unweighted,2085,10003
metis_unweighted,2074,10041
metis,2452,12837
metis,2469,12837
metis,2561,12844
metis,2521,12864
metis,2482,12770
metis,2561,12879
metis,2414,12908
metis,2434,12958
spectral,2296,12656
spectral,2324,12628
spectral,2310,12705
spectral,2723,13643
spectral,2401,12747
spectral,2723,13573
spectral,2611,13230
spectral,2506,13090
grid,2496,17471
grid,2487,17280
grid,2513,17321
grid,2476,17371
grid,2483,17404
grid,2486,17289
grid,2493,17355
grid,2460,17402
metis_unweighted,2414,12868
metis_unweighted,2414,12829
metis_unweighted,2500,12728
metis_unweighted,2476,12917
metis_unweighted,2511,12909
metis_unweighted,2561,12772
metis_unweighted,2457,12825
metis_unweighted,2561,12946
metis,2089,9142
metis,2115,9601
metis,2140,9740
metis,2153,9514
metis,2164,9378
metis,2140,9560
metis,2123,9219
metis,2076,9470
spectral,2210,8970
spectral,2180,9160
spectral,2040,8870
spectral,2190,9000
spectral,2100,8850
spectral,2050,8730
spectral,2130,9250
spectral,2100,8700
grid,2355,13644
grid,1945,13288
grid,2349,13657
grid,1941,13299
grid,2313,13440
grid,1917,13179
grid,2283,13426
grid,1897,13175
metis_unweighted,2104,8960
metis_unweighted,2063,9480
metis_unweighted,2188,9997
metis_unweighted,2166,9088
metis_unweighted,2145,9293
metis_unweighted,2063,9546
metis_unweighted,2133,9771
metis_unweighted,2138,9090
