method,node_count,root_node_count,extended_ratio,cut_edges,cut_weight_sum,inverse_cut_weight_sum,core_max,core_min,core_mean,core_std,core_range,ext_max,ext_min,ext_mean,ext_std,ext_range
metis,1554261,1067742,0.3130227162619405,195964,0.0,0.0,134672,132247,133467.75,660.4872727766978,1204.25,195875,191939,194282.625,1094.415932986632,1592.375
grid,2046778,1067742,0.4783303318679407,409019,0.0,0.0,133536,133417,133467.75,48.05920827479371,68.25,256496,255286,255847.25,382.6812479074458,648.75
metis_unweighted,1563947,1067742,0.3172773757678489,200953,0.0,0.0,133930,132772,133467.75,352.7608077720653,462.25,196418,195015,195493.375,505.29717431923166,924.625
metis,2121389,1042685,0.5084894849553759,988742,0.0,0.0,131962,128216,130335.625,1230.6864890681948,1626.375,268864,261505,265173.625,2538.7981377760225,3690.375
grid,2328845,1042685,0.5522737666096283,1202078,0.0,0.0,130908,129740,130335.625,395.8140148794633,572.375,293276,289639,291105.625,1252.9567966913305,2170.375
metis_unweighted,2111537,1042685,0.5061961973671312,982556,0.0,0.0,133830,127978,130335.625,1578.6266133494012,3494.375,267888,261099,263942.125,2354.797679074574,3945.875
metis,1692455,1072476,0.3663193408391951,392713,0.0,0.0,135212,133343,134059.5,595.2509974792147,1152.5,212801,209921,211556.875,891.1090614369265,1244.125
grid,1979892,1072476,0.458315908140444,601378,0.0,0.0,135114,133191,134059.5,592.8625473075525,1054.5,250693,245079,247486.5,1779.674478661758,3206.5
metis_unweighted,1690120,1072476,0.365443873807777,386348,0.0,0.0,134526,133500,134059.5,347.0443055288474,466.5,212158,209414,211265.0,768.9798436890268,893.0
metis,1623332,1053696,0.3509054216882313,214798,0.0,0.0,131716,131707,131712.0,2.8722813232690143,4.0,206480,201089,202916.5,1459.1679135726636,3563.5
grid,1653406,1053696,0.3627118808084644,241548,0.0,0.0,135125,128293,131712.0,2565.0607205288534,3413.0,212719,200808,206675.75,4187.358885682,6043.25
metis_unweighted,1619952,1053696,0.3495510978103054,216720,0.0,0.0,131715,131706,131712.0,2.7838821814150108,3.0,204767,200283,202494.0,1407.786116567428,2273.0
metis,1412762,1022976,0.275903513826108,288523,0.0,0.0,128470,126432,127872.0,666.0178300916575,598.0,177244,174991,176595.25,655.7373235526555,648.75
