method,core_n,n
metis,13484,41290
metis,12985,40396
metis,13157,40477
metis,12986,40342
metis,13441,41181
metis,13045,40060
metis,12832,39647
metis,13046,40247
grid,13428,51298
grid,12942,50320
grid,13410,51627
grid,12924,50771
grid,13311,51011
grid,12825,49935
grid,13311,50867
grid,12825,49849
metis_unweighted,12807,40199
metis_unweighted,13194,40914
metis_unweighted,13409,41020
metis_unweighted,12821,39707
metis_unweighted,13516,41523
metis_unweighted,12739,39874
metis_unweighted,13285,40700
metis_unweighted,13205,40457
metis,13788,51090
metis,13793,51601
metis,13788,52147
metis,13647,51752
metis,13615,51171
metis,13799,51446
metis,13623,51616
metis,13707,52091
grid,13937,53567
grid,13713,53355
grid,13797,53516
grid,13629,53355
grid,13839,52489
grid,13615,52256
grid,13699,52438
grid,13531,52256
metis_unweighted,13799,52582
metis_unweighted,13558,51665
metis_unweighted,13555,50370
metis_unweighted,13926,52086
metis_unweighted,13556,51558
metis_unweighted,13961,53018
metis_unweighted,13867,52578
metis_unweighted,13538,50918
metis,13577,45615
metis,13331,44211
metis,12808,47815
metis,12855,49418
metis,13351,49412
metis,13364,50817
metis,12805,48327
metis,13365,48997
grid,13741,51945
grid,12727,49951
grid,13650,51841
grid,12636,49869
grid,13728,51906
grid,12714,49906
grid,13637,51724
grid,12623,49668
metis_unweighted,12805,47663
metis_unweighted,12799,47079
metis_unweighted,12803,47473
metis_unweighted,12800,47463
metis_unweighted,13576,47824
metis_unweighted,13518,48755
metis_unweighted,13578,44661
metis_unweighted,13577,45462
metis,14491,48840
metis,14742,48934
metis,14027,47274
metis,14010,47520
metis,14546,48476
metis,14171,48165
metis,14046,47870
metis,14717,48473
grid,14375,52879
grid,14304,52991
grid,14410,53399
grid,14288,53023
grid,14411,53362
grid,14299,52985
grid,14404,53284
grid,14259,52297
metis_unweighted,14657,48801
metis_unweighted,14104,47376
metis_unweighted,14591,48484
metis_unweighted,14765,47984
metis_unweighted,14688,49312
metis_unweighted,14029,47920
metis_unweighted,13942,47038
metis_unweighted,13974,47992
metis,13319,50234
metis,13318,49724
metis,13322,51149
metis,13318,50305
metis,13286,50991
metis,13294,51011
metis,13307,49905
metis,13316,50176
grid,13467,57637
grid,13396,57626
grid,13288,55996
grid,13310,56028
grid,13260,56088
grid,13321,55987
grid,13275,55579
grid,13163,55473
metis_unweighted,13309,50816
metis_unweighted,13308,50738
metis_unweighted,13316,50500
metis_unweighted,13313,50207
metis_unweighted,13339,51081
metis_unweighted,13286,50649
metis_unweighted,13312,50432
metis_unweighted,13297,49959
metis,15480,45715
metis,15841,45441
metis,15105,45107
metis,14979,44639
metis,15220,44781
metis,15768,46182
metis,14931,45380
metis,15708,46289
grid,15398,63405
grid,15401,63398
grid,15363,63010
grid,15360,62988
grid,15382,63245
grid,15376,63038
grid,15375,63208
grid,15377,63384
metis_unweighted,15209,45666
metis_unweighted,15444,46578
metis_unweighted,15257,44513
metis_unweighted,15585,46054
metis_unweighted,15841,46245
metis_unweighted,15253,45284
metis_unweighted,15100,45245
metis_unweighted,15343,45648
metis,13502,30153
metis,13501,30193
metis,13499,29971
metis,13498,31683
metis,13500,30292
metis,13501,31093
metis,13499,30375
metis,13500,30742
grid,13527,33979
grid,13436,33752
grid,13501,33849
grid,13553,33949
grid,13498,33846
grid,13560,33956
grid,13486,33858
grid,13439,33851
metis_unweighted,13494,30719
metis_unweighted,13497,30912
metis_unweighted,13514,30372
metis_unweighted,13505,30968
metis_unweighted,13496,29968
metis_unweighted,13501,30093
metis_unweighted,13497,30071
metis_unweighted,13496,29984
metis,14738,45310
metis,14369,44710
metis,14488,44990
metis,14303,44662
metis,14205,44571
metis,14392,44734
metis,14078,44441
metis,13893,43849
grid,14451,55296
grid,14391,55271
grid,14348,55389
grid,14287,55364
grid,14348,55458
grid,14286,55312
grid,14207,54838
grid,14148,54735
metis_unweighted,14701,45329
metis_unweighted,13890,44315
metis_unweighted,14189,44910
metis_unweighted,13890,44441
metis_unweighted,14219,44172
metis_unweighted,14738,46046
metis_unweighted,14612,45549
metis_unweighted,14227,44381
metis,13420,24840
metis,13624,24151
metis,13758,24628
metis,14013,24975
metis,14238,24719
metis,13880,24697
metis,13420,25097
metis,14239,25251
grid,14136,43638
grid,13872,42913
grid,14088,43637
grid,13776,42897
grid,13848,42881
grid,13584,42148
grid,13800,42876
grid,13488,42113
metis_unweighted,13783,25138
metis_unweighted,13822,24711
metis_unweighted,13420,25126
metis_unweighted,13532,25325
metis_unweighted,14075,24584
metis_unweighted,13693,24441
metis_unweighted,14239,24904
metis_unweighted,14028,25021
metis,13101,24745
metis,13259,25375
metis,13708,25311
metis,13051,24436
metis,13646,25216
metis,13448,25099
metis,12970,24844
metis,13297,25073
grid,13656,35621
grid,13570,35425
grid,13362,35229
grid,13259,34989
grid,13237,33796
grid,13170,33772
grid,13151,34170
grid,13075,34285
metis_unweighted,13471,25042
metis_unweighted,13023,24754
metis_unweighted,13619,25045
metis_unweighted,13102,25027
metis_unweighted,13673,25204
metis_unweighted,13126,24954
metis_unweighted,13340,24752
metis_unweighted,13126,25045
