method,core_n,n
metis,2317,6251
metis,2184,6393
metis,2184,6192
metis,2316,6262
metis,2284,6235
metis,2215,6178
metis,2184,6238
metis,2316,6224
spectral,2700,6300
spectral,2700,6300
spectral,1800,5400
spectral,2700,6300
spectral,1800,5400
spectral,2700,6300
spectral,1800,5400
spectral,1800,5400
grid,2261,15722
grid,2247,15714
grid,2245,15710
grid,2251,15718
grid,2259,15725
grid,2241,15716
grid,2253,15711
grid,2243,15718
metis_unweighted,2249,6207
metis_unweighted,2251,6237
metis_unweighted,2316,6238
metis_unweighted,2184,6486
metis_unweighted,2267,6245
metis_unweighted,2233,6221
metis_unweighted,2262,6235
metis_unweighted,2238,6216
metis,2235,11582
metis,2194,11980
metis,2260,11828
metis,2257,11888
metis,2291,12039
metis,2304,12528
metis,2205,11933
metis,2174,11729
spectral,2243,11435
spectral,2240,11429
spectral,2243,11435
spectral,2235,11347
spectral,2235,11347
spectral,2242,11350
spectral,2240,11429
spectral,2242,11350
grid,2273,13248
grid,2236,13226
grid,2240,13179
grid,2212,13165
grid,2271,13241
grid,2236,13226
grid,2240,13179
grid,2212,13165
metis_unweighted,2193,11899
metis_unweighted,2247,12282
metis_unweighted,2227,11560
metis_unweighted,2191,12056
metis_unweighted,2296,12007
metis_unweighted,2265,11876
metis_unweighted,2296,11937
metis_unweighted,2205,11803
metis,2341,7294
metis,2343,7415
metis,2236,8223
metis,2267,7914
metis,2319,8245
metis,2342,8376
metis,2348,8256
metis,2236,8164
spectral,2448,7232
spectral,2304,7104
spectral,1712,6720
spectral,2752,7488
spectral,1576,6584
spectral,2752,7488
spectral,2344,7232
spectral,2544,7296
grid,2368,12147
grid,2336,12036
grid,2336,12121
grid,2304,12010
grid,2304,12046
grid,2272,11935
grid,2272,12016
grid,2240,11905
metis_unweighted,2236,7820
metis_unweighted,2282,8327
metis_unweighted,2276,7622
metis_unweighted,2297,7988
metis_unweighted,2373,7392
metis_unweighted,2373,7353
metis_unweighted,2296,8089
metis_unweighted,2299,8364
metis,2050,8498
metis,2038,8048
metis,2073,8601
metis,2046,8289
metis,2119,7909
metis,2119,8460
metis,1998,9458
metis,2021,9529
spectral,1888,9761
spectral,1902,9985
spectral,1887,9745
spectral,1877,9717
spectral,1883,9914
spectral,2576,10218
spectral,2559,9560
spectral,1892,9779
grid,2279,11442
grid,2272,11406
grid,2152,11087
grid,2117,10834
grid,1977,10947
grid,1970,10934
grid,1866,10609
grid,1831,10315
metis_unweighted,2095,7392
metis_unweighted,2119,7801
metis_unweighted,2059,7417
metis_unweighted,2108,7517
metis_unweighted,1998,7196
metis_unweighted,2020,7355
metis_unweighted,1999,7268
metis_unweighted,2066,7630
metis,2058,5123
metis,1948,5005
metis,2037,5065
metis,1939,4957
metis,1951,4957
metis,2013,5012
metis,2058,5090
metis,1980,5063
spectral,1944,4896
spectral,1944,4896
spectral,1944,4896
spectral,1944,4896
spectral,2088,4968
spectral,2088,4968
spectral,2016,4860
spectral,2016,4860
grid,2019,10336
grid,1998,10329
grid,2001,10195
grid,1980,10188
grid,2013,10333
grid,1998,10329
grid,1995,10192
grid,1980,10188
metis_unweighted,2058,4950
metis_unweighted,2056,4985
metis_unweighted,1939,4841
metis_unweighted,1939,4862
metis_unweighted,1939,4843
metis_unweighted,1939,4868
metis_unweighted,2056,4970
metis_unweighted,2058,4949
metis,2334,11618
metis,2261,11518
metis,2375,11119
metis,2399,11285
metis,2285,11838
metis,2359,11870
metis,2265,11652
metis,2356,11696
spectral,2428,11513
spectral,1842,10179
spectral,2906,12033
spectral,2004,10815
spectral,2105,10504
spectral,2030,10530
spectral,2808,12210
spectral,2511,11240
grid,2329,13168
grid,2336,13375
grid,2326,13280
grid,2329,13366
grid,2345,13402
grid,2329,13282
grid,2325,13356
grid,2315,13051
metis_unweighted,2327,11731
metis_unweighted,2328,11534
metis_unweighted,2324,11616
metis_unweighted,2331,11625
metis_unweighted,2335,11622
metis_unweighted,2336,11757
metis_unweighted,2326,11647
metis_unweighted,2327,11778
metis,2696,9698
metis,2768,9957
metis,2629,9663
metis,2622,9536
metis,2768,9808
metis,2669,9638
metis,2655,9637
metis,2697,9613
grid,2744,13677
grid,2716,13614
grid,2680,13580
grid,2676,13574
grid,2712,13673
grid,2684,13609
grid,2648,13575
grid,2644,13569
metis_unweighted,2705,9774
metis_unweighted,2748,9920
metis_unweighted,2636,9477
metis_unweighted,2649,9689
metis_unweighted,2609,9610
metis_unweighted,2755,9974
metis_unweighted,2715,9751
metis_unweighted,2687,9649
metis,2473,9252
metis,2410,9064
metis,2405,9176
metis,2330,9201
metis,2330,9075
metis,2472,9152
metis,2330,8937
metis,2458,9226
spectral,2667,9429
spectral,2716,9513
spectral,2317,8946
spectral,2394,9233
spectral,2212,8827
spectral,2380,8953
spectral,2212,8876
spectral,2310,8813
grid,2422,12596
grid,2398,12425
grid,2401,12429
grid,2390,12380
grid,2436,12558
grid,2397,12500
grid,2394,12451
grid,2370,12485
metis_unweighted,2471,9164
metis_unweighted,2371,8993
metis_unweighted,2330,8955
metis_unweighted,2473,9225
metis_unweighted,2330,8768
metis_unweighted,2376,8965
metis_unweighted,2444,9121
metis_unweighted,2413,9095
metis,1864,7347
metis,1937,7352
metis,1977,7734
metis,1908,7682
metis,1863,7528
metis,1913,7635
metis,1938,7476
metis,1960,7504
spectral,1904,7360
spectral,1904,7328
spectral,1984,7528
spectral,1888,7680
spectral,1912,7720
spectral,1904,7632
spectral,1952,7496
spectral,1912,7584
grid,2056,10814
grid,1976,10528
grid,1992,10685
grid,1912,10410
grid,1912,10533
grid,1864,10460
grid,1848,10402
grid,1800,10337
metis_unweighted,1966,7525
metis_unweighted,1903,7690
metis_unweighted,1977,7611
metis_unweighted,1876,7520
metis_unweighted,1977,7468
metis_unweighted,1863,7690
metis_unweighted,1872,7616
metis_unweighted,1926,7550
metis,2311,10055
metis,2305,10156
metis,2446,10517
metis,2446,9994
metis,2311,10041
metis,2355,9792
metis,2415,10008
metis,2411,10320
spectral,2640,9940
spectral,2590,10280
spectral,2220,9580
spectral,2620,10300
spectral,2280,9370
spectral,2100,9350
spectral,2280,9370
spectral,2270,9230
grid,2403,13246
grid,2354,12992
grid,2396,13181
grid,2349,12961
grid,2396,13220
grid,2354,12968
grid,2394,13199
grid,2354,12971
metis_unweighted,2331,10175
metis_unweighted,2393,10265
metis_unweighted,2364,9956
metis_unweighted,2446,10102
metis_unweighted,2435,9897
metis_unweighted,2418,10057
metis_unweighted,2308,9684
metis_unweighted,2305,9782
