method,core_n,n
metis,7296,21694
metis,7288,21538
metis,7285,21746
metis,7292,22127
metis,7285,21521
metis,7294,21101
metis,7294,21781
metis,7286,21788
grid,7318,25287
grid,7313,25381
grid,7307,25245
grid,7284,25047
grid,7300,25217
grid,7278,24968
grid,7293,25149
grid,7227,24664
metis_unweighted,7291,21498
metis_unweighted,7292,21648
metis_unweighted,7296,22035
metis_unweighted,7289,21522
metis_unweighted,7280,21922
metis_unweighted,7286,21429
metis_unweighted,7287,21569
metis_unweighted,7299,21320
metis,7649,29045
metis,7783,28585
metis,7791,29114
metis,7466,27567
metis,7583,28324
metis,7918,29279
metis,7861,29680
metis,7465,28309
grid,7705,34156
grid,7622,33786
grid,7772,34991
grid,7672,34633
grid,7770,35079
grid,7700,34604
grid,7680,34131
grid,7595,33731
metis_unweighted,7696,28709
metis_unweighted,7920,29008
metis_unweighted,7707,29012
metis_unweighted,7920,29198
metis_unweighted,7465,28990
metis_unweighted,7605,28764
metis_unweighted,7738,28841
metis_unweighted,7465,28320
metis,6807,28979
metis,7066,29707
metis,6786,29425
metis,6787,29349
metis,6985,29612
metis,6783,29199
metis,6888,29345
metis,6778,29144
grid,6912,42876
grid,6813,42247
grid,6906,42873
grid,6810,42241
grid,6909,42876
grid,6812,42247
grid,6909,42876
grid,6809,42241
metis_unweighted,6931,29652
metis_unweighted,6741,29232
metis_unweighted,6660,29173
metis_unweighted,6947,29786
metis_unweighted,7062,29908
metis_unweighted,6719,29219
metis_unweighted,6754,28719
metis_unweighted,7066,29973
metis,7411,29729
metis,7325,28869
metis,7689,30560
metis,7493,29185
metis,7429,29524
metis,7484,29047
metis,7772,30879
metis,7765,30360
grid,7798,40085
grid,7700,39961
grid,7588,39140
grid,7490,38914
grid,7588,39021
grid,7490,38872
grid,7406,38589
grid,7308,38355
metis_unweighted,7684,30110
metis_unweighted,7464,29731
metis_unweighted,7772,29978
metis_unweighted,7772,31014
metis_unweighted,7542,31024
metis_unweighted,7390,31045
metis_unweighted,7419,30263
metis_unweighted,7325,29262
metis,6824,26036
metis,6820,25646
metis,6902,25908
metis,6822,25767
metis,6921,25910
metis,6947,26086
metis,6827,25919
metis,6817,25676
grid,6903,42815
grid,6888,42742
grid,6879,42759
grid,6885,42761
grid,6826,42724
grid,6826,42720
grid,6841,42737
grid,6832,42728
metis_unweighted,6877,25918
metis_unweighted,6898,26021
metis_unweighted,6802,25582
metis_unweighted,6659,25420
metis_unweighted,6907,25777
metis_unweighted,6872,25831
metis_unweighted,6989,26125
metis_unweighted,6876,26001
metis,6912,18053
metis,6895,18877
metis,6912,18502
metis,6913,18465
metis,6915,18039
metis,6918,18135
metis,6913,18333
metis,6918,18270
grid,7201,21651
grid,6993,21053
grid,6903,20686
grid,6868,20426
grid,6890,20697
grid,6847,20437
grid,6786,20296
grid,6808,20536
metis_unweighted,6910,17106
metis_unweighted,6911,17155
metis_unweighted,6907,17199
metis_unweighted,6916,17387
metis_unweighted,6910,17248
metis_unweighted,6911,17259
metis_unweighted,6918,17312
metis_unweighted,6913,17193
metis,6379,12729
metis,6526,12926
metis,6509,12781
metis,6397,12727
metis,6577,12781
metis,6576,13054
metis,6377,12813
metis,6659,13162
grid,7205,26433
grid,7155,26321
grid,7145,26303
grid,7095,26191
grid,5895,25395
grid,5845,25195
grid,5855,25395
grid,5805,25195
metis_unweighted,6467,12853
metis_unweighted,6468,12890
metis_unweighted,6389,12821
metis_unweighted,6582,13230
metis_unweighted,6489,12494
metis_unweighted,6695,13082
metis_unweighted,6325,12720
metis_unweighted,6585,12945
metis,8009,36323
metis,7684,35473
metis,7624,35443
metis,7675,35117
metis,7872,36553
metis,7896,36461
metis,7808,35811
metis,7640,35873
grid,7832,41708
grid,7754,41705
grid,7813,41609
grid,7736,41550
grid,7797,41484
grid,7739,41425
grid,7806,41501
grid,7731,41617
metis_unweighted,7633,34977
metis_unweighted,7854,35215
metis_unweighted,8009,36072
metis_unweighted,7577,34495
metis_unweighted,7774,35650
metis_unweighted,7956,35845
metis_unweighted,7661,35518
metis_unweighted,7744,35475
metis,6636,19284
metis,6650,19227
metis,6627,18811
metis,6634,18957
metis,6728,19170
metis,6725,19210
metis,6617,18755
metis,6623,19499
grid,6769,27247
grid,6738,27198
grid,6624,26812
grid,6655,26898
grid,6655,26771
grid,6675,26875
grid,6574,26580
grid,6550,26610
metis_unweighted,6819,19350
metis_unweighted,6818,19847
metis_unweighted,6564,19260
metis_unweighted,6753,18846
metis_unweighted,6602,19114
metis_unweighted,6598,18978
metis_unweighted,6535,19114
metis_unweighted,6551,19182
metis,8482,28998
metis,8391,28831
metis,8562,28708
metis,8514,29054
metis,8591,28879
metis,8634,28793
metis,8482,28569
metis,8344,28590
grid,8650,36491
grid,8550,36283
grid,8550,36345
grid,8450,36137
grid,8550,36286
grid,8450,36078
grid,8450,36140
grid,8350,35932
metis_unweighted,8711,28985
metis_unweighted,8368,28674
metis_unweighted,8494,28495
metis_unweighted,8385,28655
metis_unweighted,8638,29260
metis_unweighted,8252,28428
metis_unweighted,8660,29224
metis_unweighted,8492,28607
