method,core_n,n
metis,6375,28782
metis,6512,29223
metis,6432,28528
metis,6318,28274
metis,6225,28187
metis,6222,27891
metis,6330,28134
metis,6164,28198
grid,6347,32281
grid,6294,32239
grid,6327,32300
grid,6332,32826
grid,6386,32865
grid,6267,32073
grid,6350,32399
grid,6275,31885
metis_unweighted,6469,29295
metis_unweighted,6137,28887
metis_unweighted,6310,29807
metis_unweighted,6414,28689
metis_unweighted,6192,28465
metis_unweighted,6337,28388
metis_unweighted,6483,29255
metis_unweighted,6236,28334
metis,6731,21508
metis,6642,21168
metis,6609,21440
metis,6537,20848
metis,6761,21374
metis,6549,21031
metis,6684,21374
metis,6727,21370
grid,6710,30768
grid,6662,30525
grid,6732,30994
grid,6637,30667
grid,6655,30740
grid,6626,30631
grid,6644,30604
grid,6574,30444
metis_unweighted,6706,21236
metis_unweighted,6853,21566
metis_unweighted,6701,21839
metis_unweighted,6593,21164
metis_unweighted,6706,21524
metis_unweighted,6483,20851
metis_unweighted,6561,21468
metis_unweighted,6637,21595
metis,7383,20689
metis,7388,20755
metis,7264,20259
metis,7585,19973
metis,7361,20589
metis,7391,20236
metis,7430,20905
metis,7154,20505
grid,7569,31697
grid,7425,31061
grid,7416,31532
grid,7272,30879
grid,7451,31686
grid,7305,30935
grid,7331,30635
grid,7187,29937
metis_unweighted,7386,20710
metis_unweighted,7445,20069
metis_unweighted,7379,20225
metis_unweighted,7267,20660
metis_unweighted,7403,20330
metis_unweighted,7199,19934
metis_unweighted,7435,20793
metis_unweighted,7442,20836
metis,7769,25004
metis,7990,23861
metis,8239,24564
metis,7944,24572
metis,8202,24868
metis,7772,24534
metis,8134,24622
metis,7950,23948
grid,8150,32204
grid,8050,31672
grid,8050,32037
grid,7950,31505
grid,8050,32130
grid,7950,31597
grid,7950,31939
grid,7850,31406
metis_unweighted,8237,24345
metis_unweighted,7935,24157
metis_unweighted,8013,24161
metis_unweighted,8237,24743
metis_unweighted,7922,24414
metis_unweighted,7969,23990
metis_unweighted,7844,24062
metis_unweighted,7843,24067
metis,6684,19119
metis,6817,19136
metis,6684,19203
metis,6827,19236
metis,6826,19280
metis,6810,19173
metis,6733,19150
metis,6662,19297
grid,6965,31406
grid,6730,31198
grid,6703,30721
grid,6660,31048
grid,6842,31458
grid,6757,30819
grid,6710,31023
grid,6676,30715
metis_unweighted,6901,19536
metis_unweighted,6903,19369
metis_unweighted,6795,18966
metis_unweighted,6900,19258
metis_unweighted,6594,19177
metis_unweighted,6753,18895
metis_unweighted,6603,19228
metis_unweighted,6594,18959
metis,6562,22077
metis,6450,21745
metis,6670,21985
metis,6678,22297
metis,6841,22931
metis,6599,22263
metis,6736,22598
metis,6600,22078
grid,6651,32345
grid,6651,32293
grid,6651,32337
grid,6645,32329
grid,6638,32321
grid,6635,32304
grid,6637,32328
grid,6628,32272
metis_unweighted,6496,21787
metis_unweighted,6645,21898
metis_unweighted,6690,22026
metis_unweighted,6744,22001
metis_unweighted,6783,22067
metis_unweighted,6810,22305
metis_unweighted,6479,22052
metis_unweighted,6489,21777
metis,6552,28741
metis,6675,29587
metis,6671,28665
metis,6666,28782
metis,6669,29134
metis,6666,29513
metis,6668,29079
metis,6673,29270
grid,7811,33511
grid,6995,31511
grid,6995,31511
grid,6271,28947
grid,6995,31511
grid,6271,28947
grid,6271,28947
grid,5631,26675
metis_unweighted,6694,29142
metis_unweighted,6648,29459
metis_unweighted,6665,29875
metis_unweighted,6587,28810
metis_unweighted,6659,29599
metis_unweighted,6671,29721
metis_unweighted,6663,29068
metis_unweighted,6653,29026
metis,7207,35851
metis,7193,35918
metis,7244,36319
metis,7206,36212
metis,6962,34912
metis,7286,36292
metis,7035,35884
metis,7211,36562
grid,7206,40300
grid,7175,40060
grid,7185,40120
grid,7128,40023
grid,7167,40051
grid,7170,40255
grid,7169,40159
grid,7144,40040
metis_unweighted,7218,36246
metis_unweighted,7145,36438
metis_unweighted,7067,36549
metis_unweighted,7224,36627
metis_unweighted,7272,36934
metis_unweighted,7128,36765
metis_unweighted,7279,36375
metis_unweighted,7011,35534
metis,7786,32945
metis,7719,32840
metis,7839,33136
metis,7949,33340
metis,7983,33059
metis,7594,32771
metis,7560,32912
metis,7778,32874
grid,7920,44896
grid,7776,44368
grid,7848,44896
grid,7704,44368
grid,7848,44817
grid,7704,44289
grid,7776,44817
grid,7632,44289
metis_unweighted,7683,33324
metis_unweighted,7630,33217
metis_unweighted,7565,32995
metis_unweighted,7850,33737
metis_unweighted,7976,33561
metis_unweighted,7553,33947
metis_unweighted,7983,33901
metis_unweighted,7968,33655
metis,6966,21139
metis,7383,21775
metis,6991,20548
metis,7312,21109
metis,7083,21345
metis,7023,20809
metis,7222,21168
metis,7364,22560
grid,7182,28672
grid,7171,28672
grid,7171,28735
grid,7169,28658
grid,7164,28706
grid,7158,28660
grid,7168,28669
grid,7161,28669
metis_unweighted,7195,21629
metis_unweighted,6958,21412
metis_unweighted,7383,22026
metis_unweighted,7218,21424
metis_unweighted,7081,21396
metis_unweighted,7185,21863
metis_unweighted,7212,21731
metis_unweighted,7112,21098
