method,core_n,n
metis,7349,22860
metis,7302,22613
metis,7644,23178
metis,7720,22280
metis,7492,22848
metis,7691,22264
metis,7300,22020
metis,7502,22171
grid,7560,33188
grid,7460,33188
grid,7550,33150
grid,7450,33146
grid,7570,33223
grid,7470,33223
grid,7520,33036
grid,7420,33028
metis_unweighted,7725,22263
metis_unweighted,7464,22148
metis_unweighted,7389,22538
metis_unweighted,7430,22156
metis_unweighted,7589,21944
metis_unweighted,7470,22543
metis_unweighted,7652,22119
metis_unweighted,7281,22303
metis,7270,21933
metis,7266,21877
metis,7036,21633
metis,7021,21477
metis,7076,21760
metis,7016,21742
metis,7383,21975
metis,7276,21892
grid,7256,37395
grid,7128,36682
grid,7216,37393
grid,7088,36680
grid,7232,37362
grid,7104,36648
grid,7224,37393
grid,7096,36680
metis_unweighted,7162,21895
metis_unweighted,7290,21994
metis_unweighted,7177,21178
metis_unweighted,7093,21469
metis_unweighted,7024,21142
metis_unweighted,7375,21989
metis_unweighted,7102,21641
metis_unweighted,7121,21561
metis,7649,18016
metis,7325,17457
metis,7487,17705
metis,7514,17669
metis,7538,17556
metis,7536,17856
metis,7731,17906
metis,7588,17878
grid,7623,39543
grid,7525,38874
grid,7679,39543
grid,7581,38873
grid,7595,39543
grid,7497,38836
grid,7483,39543
grid,7385,38869
metis_unweighted,7420,17630
metis_unweighted,7476,17514
metis_unweighted,7574,17742
metis_unweighted,7511,17734
metis_unweighted,7547,17612
metis_unweighted,7545,17837
metis_unweighted,7651,17876
metis_unweighted,7644,17878
metis,6892,16236
metis,6590,15982
metis,6673,15690
metis,6681,15774
metis,6785,15842
metis,6796,16006
metis,6628,15723
metis,6715,15956
grid,6768,31795
grid,6736,31575
grid,6736,31754
grid,6704,31534
grid,6736,31792
grid,6704,31572
grid,6704,31751
grid,6672,31531
metis_unweighted,6577,15994
metis_unweighted,6882,16209
metis_unweighted,6711,15989
metis_unweighted,6888,16225
metis_unweighted,6717,16034
metis_unweighted,6921,16215
metis_unweighted,6540,15933
metis_unweighted,6524,16030
metis,6168,15702
metis,6488,15892
metis,6423,15444
metis,6518,15756
metis,6327,15925
metis,6143,15422
metis,6328,15827
metis,6230,15171
grid,6417,24116
grid,6353,24061
grid,6375,24084
grid,6281,23726
grid,6356,24124
grid,6314,24033
grid,6303,24047
grid,6226,23728
metis_unweighted,6228,15765
metis_unweighted,6274,15766
metis_unweighted,6167,15310
metis_unweighted,6237,15438
metis_unweighted,6297,15296
metis_unweighted,6518,15713
metis_unweighted,6518,15806
metis_unweighted,6386,15382
metis,7544,18456
metis,7724,18691
metis,7344,18475
metis,7564,18434
metis,7281,17907
metis,7281,18358
metis,7646,18420
metis,7616,18759
grid,7560,28751
grid,7520,28713
grid,7540,28683
grid,7480,28576
grid,7510,28751
grid,7470,28713
grid,7490,28683
grid,7430,28576
metis_unweighted,7623,18254
metis_unweighted,7725,18622
metis_unweighted,7572,18532
metis_unweighted,7501,18294
metis_unweighted,7281,18581
metis_unweighted,7281,17892
metis_unweighted,7568,18387
metis_unweighted,7449,18266
metis,7508,20718
metis,7153,20096
metis,7168,20813
metis,7385,20987
metis,7214,20278
metis,7235,21081
metis,7444,20769
metis,7213,20261
grid,7402,20730
grid,7387,20545
grid,7208,20513
grid,7205,20491
grid,7358,20393
grid,7373,20395
grid,7192,20361
grid,7195,20365
metis_unweighted,7282,20400
metis_unweighted,7292,21164
metis_unweighted,7303,20657
metis_unweighted,7284,20440
metis_unweighted,7273,21387
metis_unweighted,7288,20525
metis_unweighted,7306,20057
metis_unweighted,7292,20779
metis,6880,22446
metis,7154,23600
metis,7088,23672
metis,6851,22982
metis,6884,22578
metis,6743,22725
metis,6813,22908
metis,7153,23868
grid,6964,33696
grid,6961,34081
grid,6942,33215
grid,6919,33278
grid,6940,33211
grid,6919,33276
grid,6981,33923
grid,6940,33625
metis_unweighted,7000,23925
metis_unweighted,7146,23760
metis_unweighted,6743,23386
metis_unweighted,6922,23176
metis_unweighted,7059,23891
metis_unweighted,7002,23585
metis_unweighted,6950,23723
metis_unweighted,6744,23142
metis,7515,18203
metis,7493,18135
metis,7478,18275
metis,7101,17954
metis,7084,17822
metis,7315,17993
metis,7132,17753
metis,7250,17828
grid,7300,35902
grid,7296,35902
grid,7300,35902
grid,7293,35902
grid,7300,35902
grid,7290,35902
grid,7297,35902
grid,7292,35902
metis_unweighted,7122,17304
metis_unweighted,7089,17579
metis_unweighted,7146,17799
metis_unweighted,7435,18122
metis_unweighted,7515,18409
metis_unweighted,7238,17759
metis_unweighted,7515,18045
metis_unweighted,7308,18193
metis,7868,25548
metis,7845,25318
metis,7731,25750
metis,7918,25814
metis,7967,25300
metis,7645,25358
metis,7684,25393
metis,7550,25032
grid,7956,35097
grid,7812,34724
grid,7812,34788
grid,7668,34304
grid,7884,35097
grid,7740,34724
grid,7740,34788
grid,7596,34304
metis_unweighted,7818,25172
metis_unweighted,7828,25609
metis_unweighted,7639,25649
metis_unweighted,7838,25134
metis_unweighted,7655,25300
metis_unweighted,7830,25666
metis_unweighted,7760,25966
metis_unweighted,7840,25355
