method,node_count,root_node_count,extended_ratio,cut_edges,cut_weight_sum,inverse_cut_weight_sum,core_max,core_min,core_mean,core_std,core_range,ext_max,ext_min,ext_mean,ext_std,ext_range
metis,88897,17280,0.8056177373814639,23809,39722147,14.869717832417285,2224,2097,2160.0,39.392258122631155,64.0,11593,10830,11112.125,239.41618444666602,480.875
spectral,88905,17280,0.8056352286148135,23749,39718892,14.787263706908,2360,2006,2160.0,117.80492349643117,200.0,11524,10820,11113.125,221.1144712021355,410.875
grid,99576,17280,0.8264642082429501,26906,45245278,16.78522270027138,2195,2143,2160.0,16.194134740701646,35.0,12924,12171,12447.0,212.3340528506909,477.0
metis_unweighted,86336,17280,0.7998517420311342,23045,38489758,14.357844995470415,2164,2157,2160.0,2.29128784747792,4.0,11293,10363,10792.0,265.5536668924005,501.0
metis,99243,20412,0.7943230253015326,25991,69174981,10.317360660727259,2628,2486,2551.5,59.85190055461898,76.5,12657,12137,12405.375,167.14584761518904,251.625
grid,105717,20412,0.8069184710122308,27561,74748348,10.620063178748723,2598,2482,2551.5,35.787567673704785,46.5,13531,12840,13214.625,202.72761127927296,316.375
metis_unweighted,88681,20412,0.7698266821528851,25920,71601734,9.748486002694381,2628,2488,2551.5,45.92929348465966,76.5,11383,10855,11085.125,187.6715465247729,297.875
metis,79871,20000,0.7495962239110566,25904,39275579,17.630870295481298,2553,2427,2500.0,50.15725271583363,53.0,10183,9802,9983.875,123.24511907171009,199.125
spectral,84444,20000,0.7631566481928852,28144,43321216,18.86804618729505,2850,2304,2500.0,179.85271752186566,350.0,11130,10220,10555.5,287.21377056123197,574.5
grid,116317,20000,0.8280560881040605,35004,53067387,23.861020322356794,2525,2472,2500.0,25.04495957273639,25.0,14701,14374,14539.625,161.3977520754239,161.375
metis_unweighted,77908,20000,0.7432869538429943,24788,37744044,16.775040458948098,2575,2461,2500.0,44.104988380000734,75.0,9992,9609,9738.5,123.44938233948358,253.5
metis,83252,16038,0.8073559794359295,24233,38978600,15.75886047145051,2064,1946,2004.75,47.137432047153354,59.25,10853,9426,10406.5,562.4835553151754,446.5
spectral,72590,16038,0.7790604766496763,23240,37652512,15.013319443357107,2053,1945,2004.75,39.94292803488497,48.25,9400,8765,9073.75,274.9794310489423,326.25
grid,90564,16038,0.822909765469723,26855,43522205,17.332279686327,2103,1902,2004.75,60.962590988244585,98.25,11469,11163,11320.5,99.70456358662827,148.5
metis_unweighted,73692,16038,0.7823644357596483,23067,37391905,14.879491711492733,2063,1946,2004.75,47.9002870555073,58.25,9558,8916,9211.5,190.29253795143939,346.5
metis,76897,20000,0.7399118301104074,24687,40970667,15.448425782241555,2575,2427,2500.0,59.85398900658168,75.0,9915,9306,9612.125,197.27990109233124,302.875
spectral,79711,20000,0.7490936006322841,26156,43210431,16.472351444606648,2768,1843,2500.0,373.4665312983213,268.0,10190,9838,9963.875,115.77935642851017,226.125
grid,117319,20000,0.8295246294291633,35873,59564223,22.424780799025896,2515,2490,2500.0,7.0710678118654755,15.0,14731,14631,14664.875,29.594921439328065,66.125
metis_unweighted,75904,20000,0.7365092748735245,24011,39966832,14.987357537298516,2515,2445,2500.0,21.494185260204677,15.0,9658,9340,9488.0,98.8243391073272,170.0
metis,90261,16384,0.8184819578777102,22597,27880770,19.113270482890513,2109,1988,2048.0,52.06246248498048,61.0,11956,10617,11282.625,386.5255287493958,673.375
spectral,88360,16384,0.8145767315527388,23496,30076454,19.21906264654929,2589,1535,2048.0,317.20379884232153,541.0,12480,9592,11045.0,843.7487777768926,1435.0
grid,102820,16384,0.8406535693444855,29841,38905320,23.942768078637364,2081,2031,2048.0,15.231546211727817,33.0,12939,12760,12852.5,54.090202439998315,86.5
metis_unweighted,90339,16384,0.8186386831822358,23238,29313196,19.263191558773002,2103,1988,2048.0,43.121920179880675,55.0,11677,10983,11292.375,202.03956141063065,384.625
metis,41390,17836,0.5690746557139406,13380,19746285,9.336546293368581,2296,2164,2229.5,55.394043001030354,66.5,5250,5060,5173.75,67.61240640592524,76.25
spectral,40936,17836,0.5642954856361149,12697,18800528,8.850620327634655,2340,2058,2229.5,98.2725801024884,110.5,5246,4962,5117.0,90.58145505565695,129.0
grid,87491,17836,0.7961390314432342,31605,47834996,21.595974053978097,2572,1887,2229.5,319.0,342.5,11126,10706,10936.375,163.6260504167964,189.625
metis_unweighted,44978,17836,0.603450575837076,13490,20287249,9.265204076645324,2296,2164,2229.5,50.44551516240071,66.5,6717,5125,5622.25,634.2173818967752,1094.75
metis,98725,18432,0.8132995695112687,26662,56980914,13.245153536219767,2373,2263,2304.0,35.29164207004259,69.0,12623,12195,12340.625,124.81079430481965,282.375
spectral,95670,18432,0.8073377234242709,26257,56283041,13.002749447596905,2320,2287,2304.0,12.678722333105966,16.0,12054,11848,11958.75,67.62534657951853,95.25
grid,113506,18432,0.8376121086109986,32147,68144634,16.02078213131304,2336,2276,2304.0,20.868636754709208,32.0,14340,14012,14188.25,126.04736213027229,151.75
metis_unweighted,99197,18432,0.8141879290704356,26844,57792892,13.19672605495641,2371,2236,2304.0,50.23942674832188,67.0,12842,12050,12399.625,242.27666906864968,442.375
metis,87440,16875,0.8070105215004575,25227,37650322,17.52247469725421,2172,2047,2109.375,45.15234628455093,62.625,11269,10577,10930.0,247.46514906143855,339.0
spectral,80474,16875,0.790304943211472,24623,37051825,16.96976587854452,2615,1801,2109.375,258.7474335621515,505.625,10766,9442,10059.25,417.7812675312286,706.75
grid,104665,16875,0.838771318014618,32338,47934837,22.61284217913344,2235,2014,2109.375,78.2015624843903,125.625,13576,12790,13083.125,249.99621872140386,492.875
metis_unweighted,84754,16875,0.8008943530688817,24306,36535349,16.75143919280557,2167,2050,2109.375,46.92530633890417,57.625,11030,9873,10594.25,454.2460098889147,435.75
metis,89147,23324,0.7383647234343276,27398,58069752,13.580014838770548,2987,2876,2915.5,41.212862069989754,71.5,11330,10977,11143.375,117.83350276979803,186.625
grid,111074,23324,0.7900138646307867,33755,72532922,16.35610385297689,2997,2848,2915.5,42.7346463656832,81.5,14301,13564,13884.25,237.83857445755095,416.75
metis_unweighted,85345,23324,0.7267092389712344,26395,56025653,12.997627003176214,2963,2843,2915.5,31.870833060966575,47.5,10907,10507,10668.125,113.93028295848299,238.875
