method,core_n,n
metis,2497,11106
metis,2562,10443
metis,2558,9868
metis,2595,10402
metis,2497,10765
metis,2580,10170
metis,2642,9740
metis,2649,10028
grid,2616,14501
grid,2564,14379
grid,2640,15019
grid,2533,14372
grid,2595,14600
grid,2606,15101
grid,2537,14187
grid,2489,14071
metis_unweighted,2550,10186
metis_unweighted,2566,9848
metis_unweighted,2499,10272
metis_unweighted,2643,9749
metis_unweighted,2635,10031
metis_unweighted,2552,10282
metis_unweighted,2631,9899
metis_unweighted,2504,10061
metis,2389,7908
metis,2261,7740
metis,2360,7900
metis,2302,7754
metis,2348,7933
metis,2261,7539
metis,2375,8032
metis,2338,7954
spectral,2239,7425
spectral,2970,7458
spectral,1972,6963
spectral,1980,6974
spectral,3160,7618
spectral,2011,7282
spectral,2235,7502
spectral,2067,7216
grid,2376,13263
grid,2321,12833
grid,2378,13286
grid,2308,12867
grid,2344,13339
grid,2287,12849
grid,2340,13233
grid,2280,12805
metis_unweighted,2267,7396
metis_unweighted,2309,7656
metis_unweighted,2399,7930
metis_unweighted,2358,7959
metis_unweighted,2347,8012
metis_unweighted,2356,7782
metis_unweighted,2261,7439
metis_unweighted,2337,7670
metis,2062,4957
metis,1955,4752
metis,2038,4934
metis,1946,4769
metis,2064,4959
metis,1953,4808
metis,1956,4786
metis,2064,4893
spectral,2106,4941
spectral,2025,4779
spectral,1944,4779
spectral,1944,4698
spectral,2106,4941
spectral,2187,4941
spectral,1944,4779
spectral,1782,4536
grid,1992,10682
grid,1950,10419
grid,2047,10697
grid,1985,10429
grid,2064,10719
grid,2040,10482
grid,1997,10680
grid,1963,10427
metis_unweighted,2026,4888
metis_unweighted,1946,4758
metis_unweighted,2007,4860
metis_unweighted,2016,4950
metis_unweighted,2064,5013
metis_unweighted,1946,4806
metis_unweighted,2064,4984
metis_unweighted,1969,4785
metis,2759,7360
metis,2897,7558
metis,2753,7286
metis,2796,7323
metis,2920,7557
metis,2818,7461
metis,2882,7329
metis,2855,7341
grid,2859,14994
grid,2841,14808
grid,2838,14993
grid,2820,14807
grid,2847,14994
grid,2829,14808
grid,2832,14993
grid,2814,14807
metis_unweighted,2757,7364
metis_unweighted,2822,7421
metis_unweighted,2833,7425
metis_unweighted,2920,7562
metis_unweighted,2803,7370
metis_unweighted,2821,7401
metis_unweighted,2920,7527
metis_unweighted,2804,7377
metis,1836,6243
metis,1823,6283
metis,1860,6256
metis,1850,6505
metis,1891,6161
metis,1905,6361
metis,1904,6146
metis,1931,6339
spectral,1830,6030
spectral,1920,6140
spectral,1870,6050
spectral,1870,6050
spectral,1920,6140
spectral,1880,6130
spectral,1880,6130
spectral,1830,6030
grid,1919,9810
grid,1906,9795
grid,1857,9271
grid,1855,9352
grid,1887,9451
