num_atoms,num_parts,num_mp,energy_error_abs,energy_error_pct,forces_error_max,forces_error_mae,forces_error_mape,forces_error_ratio,forces_error_mse,forces_error_rms,benchmark_time,all_partition_time,avg_partition_time
19200,20,5,0.1015625,0.0001066026584339852,2.9653310775756836e-05,3.6652755852628616e-07,18.77625733613968,1.7273378e-06,2.671878126733751e-12,1.6345881022061803e-06,1.6730287075042725,17.626907658576965,0.8813453829288482
19200,20,6,0.0859375,9.020223501465807e-05,1.341104507446289e-06,1.523516033330452e-07,16.31975919008255,7.195535e-07,4.652889537418506e-14,2.1570556896222115e-07,1.8336012840270997,22.69722716808319,1.1348613584041596
19200,20,7,0.09375,9.840244956649258e-05,1.4007091522216797e-06,1.4979096363276767e-07,52.99825668334961,7.076776e-07,4.494607878696884e-14,2.1200490607498068e-07,1.8445913791656494,28.327644634246823,1.4163822317123411
24000,20,2,0.296875,0.00024928481252572965,0.1535865068435669,0.005908388178795576,398124.755859375,0.028341712,0.00018427976465318352,0.013574968092143536,2.3947038650512695,7.679877972602845,0.3839938986301422
24000,20,3,0.0234375,1.9680378215980454e-05,0.022294610738754272,0.0003682454989757389,36429.937744140625,0.0017924544,1.6812139165267581e-06,0.001296616275794804,2.3789172172546387,12.056160163879394,0.6028080081939697
24000,20,4,0.046875,3.936075927413185e-05,0.0013332068920135498,1.2522958058980294e-05,198.4600305557251,6.157788e-05,4.6254666763445584e-09,6.801078416174278e-05,2.1221261739730837,17.17407546043396,0.8587037730216981
24000,20,5,0.046875,3.936075927413185e-05,2.9325485229492188e-05,3.3735156534930866e-07,15.398940443992615,1.6359171e-06,2.0495076989701655e-12,1.4316101442091167e-06,2.2647421598434447,23.386937332153316,1.1693468666076658
24000,20,6,0.03125,2.624050239319331e-05,1.3113021850585938e-06,1.5079527315720043e-07,78.91908884048462,7.133784e-07,4.5675079387089146e-14,2.137172856464531e-07,2.453853487968445,29.97813260555267,1.4989066302776335
24000,20,7,0.046875,3.936075927413185e-05,1.3709068298339844e-06,1.499224140388833e-07,26.732724905014038,7.084264e-07,4.565727475453786e-14,2.1367563363128284e-07,2.417493462562561,36.909651494026186,1.8454825747013093
34560,20,2,0.1875,0.00010932747045444557,0.15725454688072205,0.004988435655832291,141398.71826171875,0.023996064,0.00015677603369113058,0.012521023862063885,3.2996341705322267,9.064355301856994,0.45321776509284967
34560,20,3,0.171875,0.00010021682328442694,0.02222234010696411,0.000358083430910483,11246.339416503906,0.001738591,1.526138476037886e-06,0.0012353698257356882,3.2679797649383544,13.520974254608154,0.6760487127304077
34560,20,4,0.046875,2.733188182446611e-05,0.0013298988342285156,1.1408050340833142e-05,137.8011703491211,5.5571636e-05,3.809138782173704e-09,6.171822315081954e-05,3.331778335571289,18.31018843650818,0.9155094218254091
34560,20,5,0.1875,0.00010932743634839426,2.9355287551879883e-05,3.0916740456632397e-07,20.41575163602829,1.4848382e-06,1.6223459207986846e-12,1.273713451155345e-06,3.2942190885543825,24.09749999046326,1.204874999523163
34560,20,6,0.0625,3.644250341494626e-05,1.341104507446289e-06,1.5124851415748708e-07,17.638683319091797,7.152598e-07,4.553622697011164e-14,2.1339218392313342e-07,3.2935946464538572,30.670715236663817,1.5335357618331908
34560,20,7,0.078125,4.555312784759735e-05,1.2814998626708984e-06,1.5301834821457305e-07,18.90060603618622,7.2361945e-07,4.697851062698301e-14,2.1674526351489476e-07,3.3595842599868773,37.9001318693161,1.895006593465805
