num_atoms,num_parts,num_mp,energy_error_abs,energy_error_pct,forces_error_max,forces_error_mae,forces_error_mape,forces_error_ratio,forces_error_mse,forces_error_rms,benchmark_time,all_partition_time,avg_partition_time
12288,20,2,4.3203125,0.007087803533067927,0.212503120303154,0.014075024053454399,425.93631744384766,0.06801346,0.000648222747258842,0.025460219010710716,0.16018891334533691,0.640233039855957,0.03201165199279785
12288,20,3,0.16015625,0.0002627485855555278,0.060732901096343994,0.002811242826282978,66.02634787559509,0.01363036,3.509138696244918e-05,0.005923798307776451,0.15857601165771484,0.7509407997131348,0.03754703998565674
12288,20,4,0.046875,7.690202892263187e-05,0.010104984045028687,0.0005313658621162176,21.08459621667862,0.0024972826,1.101062821362575e-06,0.0010493154404684901,0.15838909149169922,1.0497360229492188,0.05248680114746094
12288,20,5,0.015625,2.5634008693486976e-05,0.0012387335300445557,0.00010603877308312804,6.91305473446846,0.0005126651,1.8820347946757465e-08,0.00013718727859668434,0.15846848487854004,1.81687331199646,0.090843665599823
12288,20,6,0.0078125,1.2817004346743488e-05,0.0008043348789215088,0.00010274528176523745,8.754417300224304,0.0004972362,1.73783671897354e-08,0.00013182703696656972,0.15865111351013184,2.0195603370666504,0.10097801685333252
12288,20,7,0.0,0.0,0.0007197260856628418,0.00010380816092947498,4.915399476885796,0.0005025004,1.771467772471169e-08,0.00013309650239534676,0.16115307807922363,2.622422933578491,0.13112114667892455
19200,20,2,4.8359375,0.005077623791294172,0.2005612701177597,0.012724707834422588,181.45383596420288,0.061443634,0.0005818145000375807,0.024120831862092018,0.40604329109191895,0.8235335350036621,0.041176676750183105
19200,20,3,0.515625,0.000541394911124371,0.051576972007751465,0.0027052678633481264,27.871233224868774,0.013155984,3.508122608764097e-05,0.00592294055968523,0.3070826530456543,0.937558650970459,0.046877932548522946
19200,20,4,0.1328125,0.0001394501623508404,0.009772926568984985,0.0003039456787519157,6.7791275680065155,0.0014772179,4.689718196004833e-07,0.000684815167915076,0.30706024169921875,1.343198537826538,0.06715992689132691
19200,20,5,0.078125,8.202951562452654e-05,0.0008826553821563721,0.00010848586680367589,4.939020052552223,0.0005237799,2.014646405257281e-08,0.00014193824608810246,0.3077216148376465,1.7738304138183594,0.08869152069091797
19200,20,6,0.09375,9.843540738074807e-05,0.0007784366607666016,0.00010498156916582957,5.052531883120537,0.00050698215,1.844074404289131e-08,0.0001357966975774616,0.30834245681762695,2.422760009765625,0.12113800048828124
19200,20,7,0.140625,0.0001476531565458572,0.0009300708770751953,0.00010494852176634595,5.132794380187988,0.00050614704,1.8435423854157307e-08,0.00013577711069956422,0.3088808059692383,3.190171003341675,0.15950855016708373
24000,20,2,4.6328125,0.0038914997276151553,0.2049228698015213,0.011942942626774311,620.9740161895752,0.057135105,0.0005165846087038517,0.02272849716246128,0.5022022724151611,1.060628890991211,0.05303144454956055
