method,core_n,n
metis,12450,30019
metis,12297,29594
metis,13024,30660
metis,13024,30871
metis,13024,30882
metis,12415,30142
metis,12275,29532
metis,12647,30430
grid,12599,59198
grid,12591,59067
grid,12702,59874
grid,12688,59182
grid,12707,59477
grid,12689,59717
grid,12598,59246
grid,12582,59020
metis_unweighted,12310,29779
metis_unweighted,12307,29282
metis_unweighted,12926,30575
metis_unweighted,13024,30829
metis_unweighted,12388,29570
metis_unweighted,12387,29804
metis_unweighted,12790,30632
metis_unweighted,13024,30885
metis,15378,32542
metis,14992,32314
metis,14868,32107
metis,15022,32382
metis,15288,32070
metis,14771,31435
metis,14563,31692
metis,15118,32037
grid,15027,58126
grid,14975,57672
grid,15025,58120
grid,14975,57672
grid,15006,57998
grid,15002,57995
grid,14992,57985
grid,14998,57991
metis_unweighted,15449,32611
metis_unweighted,14693,31521
metis_unweighted,14562,31924
metis_unweighted,15428,32851
metis_unweighted,14930,32492
metis_unweighted,15033,32302
metis_unweighted,14899,32241
metis_unweighted,15006,32488
metis,13076,39086
metis,13346,39843
metis,13188,39500
metis,13086,39988
metis,13197,40631
metis,13479,40624
metis,12772,39604
metis,12832,38934
grid,13139,49246
grid,13120,49127
grid,13125,49237
grid,13106,49087
grid,13132,49115
grid,13132,49177
grid,13111,49080
grid,13111,49061
metis_unweighted,13299,40524
metis_unweighted,12947,39911
metis_unweighted,13089,40871
metis_unweighted,13001,39838
metis_unweighted,13515,41555
metis_unweighted,13080,40348
metis_unweighted,13131,40173
metis_unweighted,12914,40514
metis,12534,42609
metis,13081,45012
metis,12874,44035
metis,13084,44836
metis,12635,43107
metis,12837,43595
metis,12584,43173
metis,12771,43910
grid,12864,48358
grid,12737,48249
grid,12864,48358
grid,12736,48245
grid,12864,48358
grid,12736,48244
grid,12864,48358
grid,12735,48244
metis_unweighted,13184,44407
metis_unweighted,12868,43844
metis_unweighted,12658,43160
metis_unweighted,12578,42891
metis_unweighted,12557,42816
metis_unweighted,12936,43450
metis_unweighted,12916,43754
metis_unweighted,12703,43065
metis,12921,46194
metis,12921,46469
metis,12921,45990
metis,12922,46477
metis,13708,44771
metis,13684,45204
metis,13709,45202
metis,13694,45254
grid,13314,58876
grid,13360,59123
grid,13351,58963
grid,13292,58600
grid,13306,58876
grid,13348,59111
grid,13270,58845
grid,13239,58466
metis_unweighted,13324,44080
metis_unweighted,13324,43741
metis_unweighted,13286,44358
metis_unweighted,13140,43897
metis_unweighted,13151,43224
metis_unweighted,13308,42915
metis_unweighted,13462,43676
metis_unweighted,13485,43649
metis,14001,28028
metis,13704,27663
metis,13851,27763
metis,13800,27720
metis,13784,27737
metis,13785,27779
metis,13823,27802
metis,13844,27916
grid,14412,44943
grid,14100,43951
grid,13560,43021
grid,13296,42586
grid,14412,44943
grid,14100,43951
grid,13488,42830
grid,13224,42387
metis_unweighted,13820,27691
metis_unweighted,13815,27674
metis_unweighted,13993,27887
metis_unweighted,13817,27674
metis_unweighted,13824,27744
metis_unweighted,13760,27704
metis_unweighted,13790,27668
metis_unweighted,13773,27678
metis,13435,46225
metis,13483,46913
metis,13536,46345
metis,13517,46639
metis,13516,45872
metis,13551,45726
metis,13478,46059
metis,13570,45548
grid,13926,54827
grid,13401,53287
grid,13564,54452
grid,13341,53460
grid,13748,54417
grid,13330,53631
grid,13523,54107
grid,13253,53359
metis_unweighted,13328,45480
metis_unweighted,13809,46811
metis_unweighted,13467,46041
metis_unweighted,13494,47488
metis_unweighted,13452,46414
metis_unweighted,13492,45676
metis_unweighted,13474,45729
metis_unweighted,13570,45265
metis,14641,38119
metis,14002,37066
metis,14364,36967
metis,14219,37559
metis,14734,38587
metis,13989,37163
metis,14135,36576
metis,14604,37912
grid,14400,77074
grid,14272,76030
grid,14400,77074
grid,14273,76030
grid,14401,77074
grid,14274,76030
grid,14399,77074
grid,14269,75976
metis_unweighted,14005,36192
metis_unweighted,14579,37700
metis_unweighted,14641,37095
metis_unweighted,14346,37799
metis_unweighted,14766,37898
metis_unweighted,14486,37704
metis_unweighted,13948,36361
metis_unweighted,13917,36515
metis,13020,44569
metis,12985,44177
metis,13083,43955
metis,13035,44097
metis,12863,44655
metis,13317,45157
metis,13478,45163
metis,13195,44113
grid,13267,55046
grid,13173,54893
grid,13270,54870
grid,13022,54683
grid,13139,54286
grid,13035,54338
grid,13136,54497
grid,12934,54363
metis_unweighted,13051,45149
metis_unweighted,13157,44415
metis_unweighted,13036,44733
metis_unweighted,13160,44786
metis_unweighted,13294,44156
metis_unweighted,13038,44390
metis_unweighted,13141,43972
metis_unweighted,13099,43941
metis,13489,43325
metis,13470,42935
metis,13489,43768
metis,13488,43425
metis,13494,42668
metis,13466,43169
metis,13488,43594
metis,13427,43413
grid,14176,71410
grid,13346,68950
grid,13869,69917
grid,13060,67542
grid,13870,69922
grid,13062,67554
grid,13582,69915
grid,12846,68134
metis_unweighted,13413,44151
metis_unweighted,13454,44179
metis_unweighted,13451,43706
metis_unweighted,13441,43461
metis_unweighted,13440,43124
metis_unweighted,13441,43113
metis_unweighted,13741,45891
metis_unweighted,13430,44713
