method,core_n,n
metis,7590,29893
metis,7590,30015
metis,7173,28461
metis,7310,28618
metis,7388,27927
metis,7371,29121
metis,7247,28136
metis,7287,29295
grid,7523,37932
grid,7370,36776
grid,7522,37763
grid,7352,37133
grid,7369,36946
grid,7250,36711
grid,7353,36804
grid,7217,36694
metis_unweighted,7448,29084
metis_unweighted,7201,28248
metis_unweighted,7162,28729
metis_unweighted,7154,28023
metis_unweighted,7590,29264
metis_unweighted,7590,29714
metis_unweighted,7503,30391
metis_unweighted,7308,29297
metis,7238,24357
metis,7117,24230
metis,7227,24041
metis,7110,24018
metis,7136,23989
metis,7272,24422
metis,6963,23490
metis,6961,23445
grid,7139,33116
grid,7118,33035
grid,7140,33140
grid,7116,33034
grid,7143,33170
grid,7115,33017
grid,7140,33211
grid,7113,32999
metis_unweighted,7133,24188
metis_unweighted,7265,24267
metis_unweighted,7049,23899
metis_unweighted,7309,24482
metis_unweighted,6973,23855
metis_unweighted,7002,23955
metis_unweighted,7025,24067
metis_unweighted,7268,24199
metis,6648,16006
metis,6724,16236
metis,6724,16091
metis,6348,16071
metis,6724,16109
metis,6369,15858
metis,6350,15864
metis,6337,15702
grid,6535,32681
grid,6537,32526
grid,6536,32741
grid,6523,32526
grid,6525,32622
grid,6527,32526
grid,6527,32717
grid,6514,32526
metis_unweighted,6533,15104
metis_unweighted,6540,15104
metis_unweighted,6533,15104
metis_unweighted,6531,15104
metis_unweighted,6719,15845
metis_unweighted,6337,15633
metis_unweighted,6494,15544
metis_unweighted,6537,15645
metis,7883,24257
metis,7532,23585
metis,7883,23826
metis,7430,23214
metis,7580,23261
metis,7430,23409
metis,7882,23165
metis,7606,22990
grid,7770,34935
grid,7726,35016
grid,7630,34862
grid,7608,34404
grid,7641,34189
grid,7663,34695
grid,7572,34755
grid,7616,34690
metis_unweighted,7456,23800
metis_unweighted,7696,23339
metis_unweighted,7603,23171
metis_unweighted,7619,22852
metis_unweighted,7808,24234
metis_unweighted,7865,23419
metis_unweighted,7697,23245
metis_unweighted,7482,23033
metis,7432,26497
metis,7669,27396
metis,7739,26543
metis,7705,26805
metis,7326,26882
metis,7678,27233
metis,7325,26006
metis,7494,26109
grid,7556,34012
grid,7544,33962
grid,7546,33992
grid,7544,33968
grid,7551,34004
grid,7541,33947
grid,7548,33968
grid,7538,33950
metis_unweighted,7679,26534
metis_unweighted,7325,27419
metis_unweighted,7325,25437
metis_unweighted,7642,26112
metis_unweighted,7772,27133
metis_unweighted,7503,27630
metis_unweighted,7601,26643
metis_unweighted,7521,26546
metis,6593,19460
metis,6789,20831
metis,6594,19846
metis,6742,20227
metis,6398,19633
metis,6644,20380
metis,6399,19627
metis,6569,20294
grid,6653,26936
grid,6555,25665
grid,6648,26718
grid,6560,25637
grid,6626,26275
grid,6543,25596
grid,6606,26330
grid,6537,25651
metis_unweighted,6450,19424
metis_unweighted,6786,20601
metis_unweighted,6789,19902
metis_unweighted,6788,20133
metis_unweighted,6422,19953
metis_unweighted,6506,19930
metis_unweighted,6589,20451
metis_unweighted,6398,19372
metis,6827,23945
metis,6917,23863
metis,6818,24019
metis,6826,24416
metis,6991,24425
metis,6932,23890
metis,6744,23845
metis,6825,24028
grid,6873,30865
grid,6850,30771
grid,6888,30853
grid,6837,30724
grid,6879,30906
grid,6842,30689
grid,6872,30871
grid,6839,30729
metis_unweighted,6952,24805
metis_unweighted,6772,24467
metis_unweighted,6683,23788
metis_unweighted,6921,24176
metis_unweighted,6755,23973
metis_unweighted,6960,24572
metis_unweighted,6948,24226
metis_unweighted,6889,24638
metis,6081,30504
metis,6213,31219
metis,6291,31705
metis,6296,32255
metis,6292,30886
metis,6291,30884
metis,6449,31023
metis,6199,30684
grid,6451,37722
grid,6309,36973
grid,6268,36918
grid,6188,36694
grid,6313,36984
grid,6194,36706
grid,6231,36934
grid,6158,36550
metis_unweighted,6236,30468
metis_unweighted,6312,30547
metis_unweighted,6289,30779
metis_unweighted,6245,30147
metis_unweighted,6238,30025
metis_unweighted,6272,30246
metis_unweighted,6095,30944
metis_unweighted,6425,31586
metis,6745,23595
metis,6905,24373
metis,6691,24037
metis,6725,23881
metis,6661,24166
metis,6839,24148
metis,6679,24177
metis,6701,24507
grid,6825,30454
grid,6765,30006
grid,6747,29891
grid,6717,29817
grid,6765,30218
grid,6717,29774
grid,6717,29932
grid,6693,29862
metis_unweighted,6553,24777
metis_unweighted,6853,25160
metis_unweighted,6784,24349
metis_unweighted,6677,23970
metis_unweighted,6693,24002
metis_unweighted,6775,24209
metis_unweighted,6813,24504
metis_unweighted,6798,24940
metis,7154,17408
metis,7471,18182
metis,7278,17706
metis,7527,17957
metis,7327,17922
metis,7288,17687
metis,7321,17469
metis,7590,18144
grid,7965,25753
grid,7794,25302
grid,7794,25207
grid,7659,25054
grid,7080,24036
grid,6928,23612
grid,6928,23522
grid,6808,23376
metis_unweighted,7564,17840
metis_unweighted,7504,18278
metis_unweighted,7262,17769
metis_unweighted,7354,17712
metis_unweighted,7368,17809
metis_unweighted,7177,17566
metis_unweighted,7418,17824
metis_unweighted,7309,17638
