method,core_n,n
metis,2042,7750
metis,2052,7812
metis,2049,8117
metis,2044,7864
metis,2044,7580
metis,2052,7456
metis,2059,7403
metis,2042,7274
spectral,2094,7526
spectral,2078,7434
spectral,2015,7315
spectral,2037,7361
spectral,2058,7322
spectral,2010,7318
spectral,2068,7428
spectral,2024,7408
grid,2104,9253
grid,2028,9094
grid,2058,9013
grid,2030,8971
grid,2047,8955
grid,2044,8987
grid,2055,9097
grid,2018,8850
metis_unweighted,2046,7474
metis_unweighted,2053,7572
metis_unweighted,2054,7869
metis_unweighted,2045,7839
metis_unweighted,2045,7289
metis_unweighted,2047,7418
metis_unweighted,2046,7698
metis_unweighted,2048,7672
metis,2014,6997
metis,1990,7047
metis,2022,7231
metis,1973,7198
metis,2022,7012
metis,1982,7102
metis,1938,6932
metis,2031,7152
spectral,1914,6391
spectral,2013,6710
spectral,2046,6699
spectral,2002,6611
spectral,1969,6710
spectral,2024,6864
spectral,2013,6842
spectral,1991,6820
grid,2010,11835
grid,1950,11667
grid,2065,12088
grid,1972,11600
grid,2033,11826
grid,2004,11974
grid,1999,11777
grid,1939,11657
metis_unweighted,1948,7073
metis_unweighted,2056,7497
metis_unweighted,2002,6979
metis_unweighted,1938,6956
metis_unweighted,2056,7237
metis_unweighted,1938,6972
metis_unweighted,2045,6921
metis_unweighted,1989,6989
metis,1827,5364
metis,1900,4900
metis,1842,5358
metis,1931,5477
metis,1820,5248
metis,1897,4900
metis,1852,5344
metis,1931,5220
spectral,1700,4700
spectral,2400,5100
spectral,1500,4500
spectral,1900,4900
spectral,1700,4700
spectral,2400,5100
spectral,1900,4900
spectral,1500,4500
grid,1909,10637
grid,1904,10637
grid,1891,10637
grid,1896,10637
grid,1865,10636
grid,1856,10636
grid,1838,10636
grid,1841,10636
metis_unweighted,1921,5443
metis_unweighted,1931,5254
metis_unweighted,1823,5086
metis_unweighted,1823,4994
metis_unweighted,1820,5500
metis_unweighted,1820,5261
metis_unweighted,1931,5468
metis_unweighted,1931,5487
metis,2109,14426
metis,2047,14745
metis,2166,13987
metis,2171,14042
metis,2047,14720
metis,2149,14896
