method,core_n,n
metis,129780,215557
metis,129782,215699
metis,129780,213544
metis,129779,215890
metis,129780,214763
metis,129781,217614
metis,129777,218013
metis,129771,216852
grid,130162,236810
grid,130014,235203
grid,130025,234734
grid,129705,233245
grid,129989,234564
grid,129640,232982
grid,129479,232778
grid,129216,231956
metis_unweighted,129772,217904
metis_unweighted,129776,217474
metis_unweighted,129778,215024
metis_unweighted,129771,212777
metis_unweighted,129784,214769
metis_unweighted,129774,217224
metis_unweighted,129791,215904
metis_unweighted,129784,213805
metis,127352,242837
metis,125436,239764
metis,125211,241162
metis,124860,237773
metis,124476,238616
metis,124947,240473
metis,126723,239921
metis,127231,243909
grid,126087,257758
grid,125538,256100
grid,126305,259657
grid,125716,258149
grid,126016,259145
grid,125510,257274
grid,125799,257192
grid,125265,255629
metis_unweighted,127335,242196
metis_unweighted,123996,237908
metis_unweighted,127364,242739
metis_unweighted,127233,241233
metis_unweighted,125537,239483
metis_unweighted,125494,240646
metis_unweighted,127082,242396
metis_unweighted,122195,235015
metis,128074,256594
metis,127434,254993
metis,126796,255422
metis,125451,254922
metis,125531,251516
metis,125427,251946
metis,127114,256141
metis,127233,257208
grid,126999,310916
grid,126305,308430
grid,126975,312337
grid,126260,308635
grid,126976,309581
grid,126333,307825
grid,126949,311159
grid,126263,307837
metis_unweighted,126658,255546
metis_unweighted,126669,253238
metis_unweighted,126498,253096
metis_unweighted,126664,255549
metis_unweighted,126646,253321
metis_unweighted,126638,252726
metis_unweighted,126661,252831
metis_unweighted,126626,252360
metis,125647,246917
metis,125400,247147
metis,128566,252856
metis,129374,255448
metis,131065,256694
metis,127916,253675
metis,129340,253596
metis,129124,252065
grid,129942,294017
grid,129294,292997
grid,128610,290586
grid,127962,289353
grid,128610,290291
grid,127962,289245
grid,127350,288022
grid,126702,286781
metis_unweighted,128057,249589
metis_unweighted,128877,254915
metis_unweighted,128311,254155
metis_unweighted,128064,248572
metis_unweighted,129308,257961
metis_unweighted,128055,247521
metis_unweighted,126405,244643
metis_unweighted,129355,255111
metis,125798,237882
metis,126829,240970
metis,127976,242518
metis,125966,237776
metis,125652,236874
metis,125811,238151
metis,128544,240288
metis,126484,236100
grid,127111,317571
grid,126879,317328
grid,126684,315769
grid,126580,316989
grid,126580,316817
grid,126220,314785
grid,126622,317319
grid,126384,316959
metis_unweighted,126189,237231
metis_unweighted,126595,238299
metis_unweighted,126593,239702
metis_unweighted,126588,237775
metis_unweighted,126991,237491
metis_unweighted,126588,238148
metis_unweighted,126890,237130
metis_unweighted,126626,238690
metis,125026,191716
metis,125027,192040
metis,125023,191285
metis,125023,191352
metis,125024,192180
metis,125023,191893
metis,125019,190435
metis,125023,192157
grid,125857,206645
grid,125688,206075
grid,125508,205367
grid,124507,204197
grid,125483,205358
grid,124643,204294
grid,124767,204949
grid,123735,203859
metis_unweighted,125020,190484
metis_unweighted,125027,188207
metis_unweighted,125023,193228
metis_unweighted,125023,190077
metis_unweighted,125018,190561
metis_unweighted,125026,191411
metis_unweighted,125021,191849
metis_unweighted,125030,192504
metis,128670,175979
metis,126993,173716
metis,127187,173287
metis,128450,174974
metis,128450,175417
metis,128276,174881
metis,128405,176077
metis,127085,174455
grid,133042,277405
grid,132692,276621
grid,132692,277276
grid,132286,276154
grid,123539,264123
grid,123214,263381
grid,123214,263985
grid,122837,262923
metis_unweighted,129048,176154
metis_unweighted,128086,174935
metis_unweighted,128735,175851
metis_unweighted,125975,172644
metis_unweighted,128048,174835
metis_unweighted,127216,173268
metis_unweighted,127617,174221
metis_unweighted,128791,176377
metis,133779,275615
metis,133714,274212
metis,133613,274482
metis,133811,274933
metis,135354,280707
metis,135075,277357
metis,133380,274220
metis,133750,274423
grid,134406,304454
grid,133921,303635
grid,134398,303979
grid,133924,303564
grid,134178,304314
grid,133733,303513
grid,134217,303150
grid,133699,302307
metis_unweighted,132998,272742
metis_unweighted,131895,272754
metis_unweighted,133198,274070
metis_unweighted,134544,279816
metis_unweighted,134827,275236
metis_unweighted,131984,270407
metis_unweighted,136527,279857
metis_unweighted,136503,282788
metis,128844,210350
metis,128842,211485
metis,128202,209864
metis,128200,210671
metis,128206,211107
metis,128196,212007
metis,128204,210257
metis,128201,210647
grid,130279,252258
grid,127787,247979
grid,129061,249723
grid,127273,248449
grid,129601,250281
grid,127373,248241
grid,128654,249221
grid,126867,247966
metis_unweighted,128366,210950
metis_unweighted,128363,210538
metis_unweighted,128358,209906
metis_unweighted,128350,213250
metis_unweighted,128363,209837
metis_unweighted,128372,210887
metis_unweighted,128360,212373
metis_unweighted,128363,211217
metis,132154,239886
metis,132086,239024
metis,133116,242155
metis,133208,240447
metis,131229,240019
metis,135390,246119
metis,132693,243427
metis,132624,241709
grid,133776,270743
grid,133124,269159
grid,133124,269435
grid,132476,268217
grid,133099,269659
grid,132501,268268
grid,132501,268753
grid,131899,267500
metis_unweighted,133680,243569
metis_unweighted,129503,239775
metis_unweighted,132391,240707
metis_unweighted,133101,242098
metis_unweighted,134172,245007
metis_unweighted,133665,244829
metis_unweighted,133825,245948
metis_unweighted,132163,241510
