method,core_n,n
metis,128267,254754
metis,129163,260321
metis,127403,255197
metis,127690,255899
metis,127187,254837
metis,127439,255179
metis,128262,255707
metis,130589,260145
grid,128570,275150
grid,128141,274511
grid,128459,275108
grid,128014,274511
grid,128487,275234
grid,128032,274664
grid,128384,275033
grid,127913,274363
metis_unweighted,128363,255292
metis_unweighted,129111,259083
metis_unweighted,129313,257816
metis_unweighted,127313,252767
metis_unweighted,127644,256463
metis_unweighted,126709,253651
metis_unweighted,129583,259633
metis_unweighted,127964,252580
metis,134624,230253
metis,135236,228773
metis,135237,232157
metis,135842,230878
metis,135865,230059
metis,134550,230938
metis,135242,234766
metis,133404,228364
grid,135450,282611
grid,135030,281426
grid,135450,282611
grid,134970,281366
grid,135000,281949
grid,134580,280770
grid,135000,281949
grid,134520,280704
metis_unweighted,133670,226319
metis_unweighted,135643,231671
metis_unweighted,134438,229100
metis_unweighted,136132,229265
metis_unweighted,134510,230047
metis_unweighted,133839,226587
metis_unweighted,136103,230197
metis_unweighted,135665,231176
metis,127999,202368
metis,127699,210423
metis,127771,203771
metis,127782,207320
metis,127791,206959
metis,127791,205231
metis,127426,205582
metis,127949,207428
grid,128260,262273
grid,127292,259656
grid,128282,262295
grid,127314,259685
grid,128282,262295
grid,127314,259678
grid,128216,262229
grid,127248,259612
metis_unweighted,127717,205076
metis_unweighted,128089,204608
metis_unweighted,127808,205089
metis_unweighted,127721,205355
metis_unweighted,127719,205647
metis_unweighted,127707,203914
metis_unweighted,127729,204487
metis_unweighted,127718,207492
metis,124705,217903
metis,124874,214265
metis,125252,216291
metis,124707,213837
metis,125231,220963
metis,125307,213409
metis,125513,214421
metis,124411,216394
grid,125975,244900
grid,125300,242547
grid,125300,243612
grid,124675,241790
grid,125300,244600
grid,124675,242284
grid,124675,243670
grid,124100,241895
metis_unweighted,124809,216004
metis_unweighted,125081,217466
metis_unweighted,123258,212462
metis_unweighted,126686,218919
metis_unweighted,125498,215698
metis_unweighted,122293,213815
metis_unweighted,125680,214735
metis_unweighted,126695,218572
metis,124353,201571
metis,125651,200156
metis,124171,202434
metis,125654,200718
metis,125702,205014
metis,125631,200289
metis,125696,200685
metis,125517,202423
grid,126563,263554
grid,124802,261452
grid,125720,262032
grid,124533,260815
grid,126139,263576
grid,124604,260807
grid,125623,262817
grid,124391,260056
metis_unweighted,125295,201288
metis_unweighted,125283,201807
metis_unweighted,125290,203885
metis_unweighted,125308,200007
metis_unweighted,125323,200692
metis_unweighted,125293,202597
metis_unweighted,125293,203699
metis_unweighted,125290,200936
metis,125628,219972
metis,127547,223911
metis,126146,221492
metis,124645,220538
metis,127543,225178
metis,125329,219129
metis,125523,219510
metis,125255,222738
grid,125965,285529
grid,125946,285345
grid,125959,285511
grid,125942,285412
grid,125957,285497
grid,125946,285464
grid,125961,285514
grid,125940,285402
metis_unweighted,127547,223979
metis_unweighted,126680,219958
metis_unweighted,125272,219700
metis_unweighted,125271,218766
metis_unweighted,126464,226829
metis_unweighted,123497,217528
metis_unweighted,126450,221939
metis_unweighted,126435,221327
metis,128371,251230
metis,128354,253537
metis,128362,251364
metis,128363,251074
metis,128357,252605
metis,128356,253946
metis,128375,248566
metis,128357,250079
grid,135000,265928
grid,130500,258784
grid,130500,258784
grid,126150,251830
grid,130500,258784
grid,126150,251830
grid,126150,251830
grid,121945,245061
metis_unweighted,127326,247853
metis_unweighted,127366,247900
metis_unweighted,127345,249404
metis_unweighted,127320,250225
metis_unweighted,129388,252332
metis_unweighted,129389,252128
metis_unweighted,129378,249369
metis_unweighted,129383,252018
metis,129647,277733
metis,129658,276385
metis,129660,277180
metis,129654,276728
metis,129662,276993
metis,129639,278920
metis,129657,275374
metis,129655,278665
grid,129841,297904
grid,129769,297907
grid,129782,297898
grid,129786,297898
grid,129466,297821
grid,129539,297846
grid,129528,297854
grid,129521,297852
metis_unweighted,129673,275880
metis_unweighted,129650,275348
metis_unweighted,129655,276251
metis_unweighted,129643,275338
metis_unweighted,129652,275886
metis_unweighted,129651,276834
metis_unweighted,129651,278988
metis_unweighted,129657,272200
metis,135604,277117
metis,132173,276103
metis,134172,273383
metis,134427,276780
metis,135095,277799
metis,135334,280398
metis,132045,272274
metis,133626,275592
grid,135005,312875
grid,134106,311018
grid,134571,312792
grid,133517,309682
grid,134478,311194
grid,133610,309599
grid,134106,311972
grid,133083,309049
metis_unweighted,132443,274457
metis_unweighted,134608,275467
metis_unweighted,134743,276564
metis_unweighted,132608,273161
metis_unweighted,134731,277881
metis_unweighted,134638,276769
metis_unweighted,134646,276943
metis_unweighted,134059,277743
metis,130290,220193
metis,129392,214225
metis,129581,220107
metis,128898,217125
metis,128513,214713
metis,131159,219447
metis,130606,219168
metis,128793,214337
grid,129683,247286
grid,129661,247256
grid,129645,247237
grid,129630,247230
grid,129724,247281
grid,129613,247210
grid,129764,247364
grid,129512,247095
metis_unweighted,128724,214987
metis_unweighted,129476,216657
metis_unweighted,129557,215340
metis_unweighted,129143,217483
metis_unweighted,129941,217045
metis_unweighted,128882,214910
metis_unweighted,130256,216603
metis_unweighted,131253,220984
