method,node_count,root_node_count,extended_ratio,cut_edges,cut_weight_sum,inverse_cut_weight_sum,core_max,core_min,core_mean,core_std,core_range,ext_max,ext_min,ext_mean,ext_std,ext_range
metis,207450,104976,0.4939696312364425,43549,75706746,25.581648521550253,13516,12739,13122.0,255.54011426779945,394.0,26647,25347,25931.25,413.72537691081993,715.75
grid,414450,104976,0.7467100977198697,139778,245767964,83.61512675027869,13126,13118,13122.0,2.5495097567963922,4.0,51809,51801,51806.25,3.307189138830738,2.75
metis_unweighted,206853,104976,0.4925091731809546,43314,75404397,25.42055622307314,13516,12739,13122.0,314.6545725076945,394.0,26622,25326,25856.625,455.8694817324362,765.375
metis,336197,118125,0.6486435036600564,91134,260484918,33.931231703906526,15186,14495,14765.625,276.1095514012509,420.375,43626,41207,42024.625,727.2867277594167,1601.375
grid,370493,118125,0.6811680652535945,116826,338868208,42.40653546017449,14931,14650,14765.625,94.66907824099694,165.375,46565,46147,46311.625,126.51772356077231,253.375
metis_unweighted,338104,118125,0.6506252514019355,90561,262009301,33.15978543491414,15189,14365,14765.625,293.3998711230119,423.375,43378,40464,42263.0,851.4127964741897,1115.0
metis,276155,121500,0.5600296934692474,82471,186838999,38.039679004505885,15643,14802,15187.5,277.06903471878627,455.5,35546,33519,34519.375,539.8712664839646,1026.625
grid,361294,121500,0.6637087801070596,113216,264510187,50.05333362699066,15458,15007,15187.5,142.10559454152394,270.5,46171,44369,45161.75,518.7431324846624,1009.25
metis_unweighted,265335,121500,0.5420883034654305,79337,181406019,36.178741574325265,15604,14814,15187.5,364.75539749262106,416.5,33721,32532,33166.875,373.34583079900597,554.125
metis,252903,105456,0.5830179950415773,77994,100238054,63.55581358397073,13578,12920,13182.0,203.05479556021325,396.0,32668,30905,31612.875,530.3214679559936,1055.125
grid,310776,105456,0.660668777511777,89894,124620932,68.06222808271185,13972,12360,13182.0,577.0792839809795,790.0,40538,36969,38847.0,1187.2829275282281,1691.0
metis_unweighted,238835,105456,0.5584566751104318,72437,97506174,56.4589610668705,13209,13114,13182.0,34.46012188022556,27.0,30809,29244,29854.375,454.56680958358584,954.625
metis,221564,127872,0.42286653066382623,53711,152536451,19.551873719031615,16357,15517,15984.0,237.36838458396267,373.0,28107,27252,27695.5,304.25934661074916,411.5
grid,394048,127872,0.6754913107032646,113092,326708689,40.30524397192542,16080,15882,15984.0,57.706152185014034,96.0,49573,48963,49256.0,201.45719148245863,317.0
metis_unweighted,223499,127872,0.42786321191593696,55970,158987810,20.42462098205857,16464,15517,15984.0,374.4255600249534,480.0,28493,27450,27937.375,390.19544381630084,555.625
metis,310937,112000,0.6397984157562464,92183,127184904,69.23535990786955,14420,13702,14000.0,291.87197535906046,420.0,39801,38083,38867.125,676.2228622096417,933.875
grid,347966,112000,0.6781294724197192,112002,154557358,84.08249844714734,14124,13866,14000.0,90.97252332435328,124.0,43731,43192,43495.75,216.78488761904046,235.25
metis_unweighted,309498,112000,0.6381236712353553,91733,126945991,68.67262614003823,14136,13940,14000.0,79.26853095648991,136.0,39201,38254,38687.25,302.56559206228326,513.75
metis,273418,115248,0.578491540425283,77308,245891842,25.20674570826548,14838,14003,14406.0,320.7366520995067,432.0,35351,33006,34177.25,763.046156860776,1173.75
grid,343992,115248,0.6649689527663434,118647,374197529,40.2646527034904,14525,14287,14406.0,82.67708267712402,119.0,43082,42899,42999.0,74.30679645900501,83.0
metis_unweighted,270971,115248,0.5746851139051781,77067,247063510,24.878104511845272,14838,14124,14406.0,238.3542531611299,432.0,35859,32973,33871.375,872.85922941503,1987.625
metis,286494,123032,0.5705599419185045,75327,183401973,32.397110309827525,15841,14961,15379.0,289.78914748485664,462.0,36273,35265,35811.75,349.53603176210606,461.25
grid,356139,123032,0.6545393792873008,98242,247828143,40.17334026733842,15450,15288,15379.0,52.4523593368306,71.0,44753,44368,44517.375,124.27684569138371,235.625
metis_unweighted,283143,123032,0.5654775148953003,72832,179276314,30.867921785477453,15697,15099,15379.0,240.79451821002903,318.0,35823,34909,35392.875,300.74093398637973,430.125
metis,245502,101250,0.587579734584647,68926,191508773,26.22385505464668,13036,12287,12656.25,233.4500749625067,379.75,31128,30126,30687.75,339.1521598044158,440.25
grid,316820,101250,0.6804179029101698,103048,290100775,38.65446295443827,13062,12273,12656.25,232.07743858462416,405.75,40427,38883,39602.5,483.2442446630896,824.5
metis_unweighted,241143,101250,0.5801246563242557,67179,186826895,25.57214469872975,13022,12374,12656.25,266.6766534588283,365.75,30909,29418,30142.875,567.7861475723056,766.125
metis,286658,110808,0.6134487786840067,69010,243961109,20.528771962211692,14267,13463,13851.0,261.05315550668985,416.0,36390,35472,35832.25,308.61535525634497,557.75
grid,338260,110808,0.6724176668834624,117571,401479084,36.315155225804446,13860,13844,13851.0,4.58257569495584,9.0,42292,42272,42282.5,5.656854249492381,9.5
metis_unweighted,284568,110808,0.6106097663827275,67822,242790305,19.82525882337428,14267,13446,13851.0,327.5927349621783,416.0,36339,34814,35571.0,553.5544237019518,768.0
