method,node_count,root_node_count,extended_ratio,cut_edges,cut_weight_sum,inverse_cut_weight_sum,core_max,core_min,core_mean,core_std,core_range,ext_max,ext_min,ext_mean,ext_std,ext_range
metis,125142,19456,0.8445286154928002,51245,0.0,0.0,2505,2361,2432.0,52.146428449127754,73.0,16026,15246,15642.75,258.9820215767882,383.25
spectral,123458,19456,0.8424079444021448,51814,0.0,0.0,2442,2423,2432.0,8.573214099741124,10.0,15455,15405,15432.25,20.216020874544032,22.75
grid,138168,19456,0.8591859185918592,61264,0.0,0.0,2455,2411,2432.0,16.881943016134134,23.0,17336,17206,17271.0,65.0,65.0
metis_unweighted,124054,19456,0.8431650732745417,51188,0.0,0.0,2505,2361,2432.0,63.02380502635492,73.0,15698,15249,15506.75,127.20529666645174,191.25
metis,87810,20480,0.7667691606878487,45315,0.0,0.0,2636,2485,2560.0,51.49757275833493,76.0,11229,10773,10976.25,159.30140457635645,252.75
grid,123440,20480,0.8340894361633182,67428,0.0,0.0,2592,2524,2560.0,22.80350850198276,32.0,15483,15360,15430.0,43.439613257946945,53.0
metis_unweighted,88351,20480,0.7681973039354393,45405,0.0,0.0,2636,2485,2560.0,58.97669031066426,76.0,11387,10915,11043.875,146.0876770128131,343.125
metis,64785,15972,0.7534614494095856,18099,0.0,0.0,2045,1957,1996.5,34.792240514229604,48.5,8504,7767,8098.125,252.39029176059844,405.875
spectral,62480,15972,0.7443661971830986,17853,0.0,0.0,2057,1892,1996.5,46.99202059924642,60.5,7986,7524,7810.0,171.73744495595594,176.0
grid,100430,15972,0.8409638554216867,30394,0.0,0.0,2076,1878,1996.5,60.440052945046304,79.5,12843,12104,12553.75,235.67337036670054,289.25
metis_unweighted,64599,15972,0.7527515905818976,17841,0.0,0.0,2036,1950,1996.5,33.08322837934654,39.5,8281,7750,8074.875,166.30577072068183,206.125
metis,93200,21952,0.7644635193133047,36043,0.0,0.0,2826,2663,2744.0,64.56392181396666,82.0,11915,11358,11650.0,198.68253571967517,265.0
grid,122218,21952,0.8203865224435026,48267,0.0,0.0,2828,2681,2744.0,42.86607049870562,84.0,15576,15083,15277.25,167.49160426719902,298.75
metis_unweighted,93000,21952,0.7639569892473118,36186,0.0,0.0,2826,2663,2744.0,63.12487623750244,82.0,11813,11290,11625.0,152.5991480972289,188.0
metis,72491,19008,0.7377881392172821,22108,0.0,0.0,2447,2306,2376.0,50.61620293937506,71.0,9229,8912,9061.375,116.9272610429236,167.625
spectral,70536,19008,0.7305205852330725,21480,0.0,0.0,2748,2148,2376.0,224.81992794234233,372.0,9384,8460,8817.0,359.7374042270278,567.0
grid,120102,19008,0.8417345256531947,36702,0.0,0.0,2439,2337,2376.0,39.604292696625706,63.0,15107,14911,15012.75,81.07057110937359,94.25
metis_unweighted,73711,19008,0.7421280405909566,22664,0.0,0.0,2424,2306,2376.0,40.469124033020535,48.0,9538,8757,9213.875,231.8708894514359,324.125
metis,75892,15744,0.7925473040636695,46380,0.0,0.0,2027,1923,1968.0,39.37321424522006,59.0,9615,9425,9486.5,56.32716928800878,128.5
spectral,77744,15744,0.7974891953076765,45992,0.0,0.0,1976,1960,1968.0,5.656854249492381,8.0,9732,9692,9718.0,15.362291495737216,14.0
grid,105189,15744,0.8503265550580383,74177,0.0,0.0,1975,1961,1968.0,4.47213595499958,7.0,13165,13125,13148.625,16.537363000188392,16.375
metis_unweighted,75890,15744,0.7925418368691527,46867,0.0,0.0,2022,1910,1968.0,45.218911972757596,54.0,9590,9351,9486.25,72.16257686640631,103.75
metis,106986,16875,0.8422690819359543,39830,0.0,0.0,2136,2075,2109.375,18.74124795738,26.625,13977,12322,13373.25,554.8476705366978,603.75
spectral,103549,16875,0.83703367487856,42094,0.0,0.0,2268,1966,2109.375,114.40709932080264,158.625,13828,12243,12943.625,628.2626714798516,884.375
grid,116992,16875,0.8557593681619255,39068,0.0,0.0,2560,1715,2109.375,244.1111107160016,450.625,15528,13687,14624.0,532.2593352868506,904.0
metis_unweighted,105730,16875,0.840395346637662,40063,0.0,0.0,2153,2047,2109.375,39.17249513370319,43.625,13898,12349,13216.25,595.446628590674,681.75
metis,137990,18634,0.8649612290745706,78243,0.0,0.0,2399,2261,2329.25,48.843500079335016,69.75,17443,17063,17248.75,111.82994902976573,194.25
spectral,137877,18634,0.8648505552050015,78289,0.0,0.0,2386,2294,2329.25,29.634228520412,56.75,17466,17025,17234.625,181.49031482423518,231.375
grid,145179,18634,0.8716481033758325,97938,0.0,0.0,2361,2291,2329.25,23.8681272830526,31.75,18244,18043,18147.375,66.69508508878296,96.625
metis_unweighted,138954,18634,0.8658980669861969,77343,0.0,0.0,2342,2305,2329.25,13.20747894187229,12.75,17473,17263,17369.25,56.313297719100056,103.75
metis,108924,18432,0.8307810950754655,91191,0.0,0.0,2368,2236,2304.0,43.21747331809207,64.0,13936,13360,13615.5,177.14400921284354,320.5
spectral,116560,18432,0.8418668496911462,99152,0.0,0.0,2336,2272,2304.0,23.323807579381203,32.0,14880,14272,14570.0,290.39972451777567,310.0
