method,core_n,n
metis,27976,61080
metis,26704,59321
metis,27552,60523
metis,26760,60176
metis,27555,60834
metis,27505,61038
metis,26836,60457
metis,28118,61903
grid,28043,71017
grid,27249,69752
grid,27850,70741
grid,27028,69070
grid,27732,70379
grid,26962,69263
grid,27465,70712
grid,26677,69204
metis_unweighted,27444,60469
metis_unweighted,27543,60279
metis_unweighted,27445,60267
metis_unweighted,27543,59513
metis_unweighted,27340,59542
metis_unweighted,27339,60277
metis_unweighted,27171,60110
metis_unweighted,27181,60076
metis,28384,70069
metis,29210,71424
metis,29699,71752
metis,29777,72560
metis,28473,71736
metis,28497,69840
metis,29204,71511
metis,30036,72166
grid,29547,77520
grid,29187,76729
grid,29259,77016
grid,28971,76477
grid,29385,76819
grid,29025,75997
grid,29097,76315
grid,28809,75745
metis_unweighted,29153,70662
metis_unweighted,29156,72162
metis_unweighted,29156,71528
metis_unweighted,29162,71310
metis_unweighted,29165,69348
metis_unweighted,29169,72282
metis_unweighted,29162,69080
metis_unweighted,29157,70348
metis,26535,59150
metis,26236,60606
metis,27762,62007
metis,27762,61879
metis,26166,62076
metis,27325,62681
metis,26167,59115
metis,27669,62102
grid,28441,71304
grid,26768,68421
grid,28203,70555
grid,26544,67716
grid,27319,69222
grid,25712,66584
grid,27115,68260
grid,25520,65583
metis_unweighted,27715,62824
metis_unweighted,26211,60264
metis_unweighted,26583,60957
metis_unweighted,26387,61104
metis_unweighted,27587,62267
metis_unweighted,27551,61389
metis_unweighted,26972,60925
metis_unweighted,26616,59394
metis,28802,69907
metis,29741,71311
metis,28904,68512
metis,28546,72533
metis,29662,71589
metis,28805,71392
metis,29936,73183
metis,28810,69670
grid,29208,78775
grid,29065,78748
grid,29255,79248
grid,29076,78846
grid,29256,79212
grid,29075,78819
grid,29245,79202
grid,29026,78398
metis_unweighted,28300,70366
metis_unweighted,30026,75176
metis_unweighted,28674,70280
metis_unweighted,30026,74987
metis_unweighted,29187,71213
metis_unweighted,29002,71334
metis_unweighted,28857,71295
metis_unweighted,29134,70269
metis,27122,64477
metis,28264,65438
metis,26732,63353
metis,27715,64419
metis,27135,64672
metis,27126,63416
metis,28264,66823
metis,27162,64661
grid,27543,70565
grid,27464,70298
grid,27488,70260
grid,27413,69733
grid,27492,70286
grid,27418,69808
grid,27407,70024
grid,27295,68929
metis_unweighted,27436,64006
metis_unweighted,27442,63548
metis_unweighted,27436,65020
metis_unweighted,27442,64720
metis_unweighted,27440,63547
metis_unweighted,27438,63546
metis_unweighted,27443,63116
metis_unweighted,27443,64050
metis,29034,58250
metis,28840,59798
metis,28598,58521
metis,28426,57089
metis,27922,57233
metis,28769,57764
metis,29126,58330
metis,28661,59226
grid,28756,70829
grid,28715,70545
grid,28630,69986
grid,28599,69735
grid,28747,70742
grid,28700,70357
grid,28634,70025
grid,28595,69733
metis_unweighted,29316,59717
metis_unweighted,29505,59139
metis_unweighted,29395,60300
metis_unweighted,28219,58458
metis_unweighted,28190,57325
metis_unweighted,27860,55770
metis_unweighted,28505,57280
metis_unweighted,28386,57370
metis,24768,60653
metis,25008,66530
metis,24587,66172
metis,25339,64422
metis,25493,67166
metis,25911,66385
metis,26086,63390
metis,25420,66711
grid,25444,67082
grid,25400,66968
grid,25409,66956
grid,25289,66750
grid,25372,66875
grid,25248,66683
grid,25196,66513
grid,25254,66951
metis_unweighted,26025,62718
metis_unweighted,25217,61517
metis_unweighted,25466,63172
metis_unweighted,25025,61185
metis_unweighted,25418,61587
metis_unweighted,25514,61785
metis_unweighted,24933,60891
metis_unweighted,25014,63843
metis,30019,63812
metis,28637,62552
metis,28915,62755
metis,29528,63369
metis,30051,63869
metis,29696,63604
metis,30384,64135
metis,28754,62442
grid,29568,74538
grid,29464,73996
grid,29528,74538
grid,29434,73996
grid,29554,74538
grid,29458,73996
grid,29538,74538
grid,29440,73996
metis_unweighted,29284,63103
metis_unweighted,29074,62810
metis_unweighted,28692,62381
metis_unweighted,30348,64003
metis_unweighted,30202,63804
metis_unweighted,29637,63459
metis_unweighted,29750,63829
metis_unweighted,28997,63086
metis,26805,42119
metis,26852,41892
metis,26212,41328
metis,27788,42749
metis,27742,42682
metis,27078,42646
metis,26976,42380
metis,26547,42004
grid,27465,70812
grid,27045,69881
grid,27435,70809
grid,26955,69872
grid,27015,69794
grid,26595,68840
grid,26985,69786
grid,26505,68818
metis_unweighted,27353,44041
metis_unweighted,27020,44334
metis_unweighted,27250,43370
metis_unweighted,26230,43087
metis_unweighted,27482,43095
metis_unweighted,26414,43217
metis_unweighted,26559,43757
metis_unweighted,27692,43937
metis,26666,54036
metis,28264,57223
metis,26901,54018
metis,27487,54035
metis,27369,56715
metis,27877,56871
metis,27519,54886
metis,27437,56512
grid,28324,78376
grid,28211,78138
grid,27666,74903
grid,27519,74993
grid,27194,76905
grid,27115,77139
grid,26796,74271
grid,26695,74182
metis_unweighted,27185,53918
metis_unweighted,27659,56791
metis_unweighted,27296,54295
metis_unweighted,27527,56451
metis_unweighted,27593,55856
metis_unweighted,27293,55226
metis_unweighted,27315,53958
metis_unweighted,27652,57292
