method,core_n,n
metis,13098,33496
metis,12593,32956
metis,13091,31978
metis,13052,32457
metis,13345,32346
metis,12684,31273
metis,13100,32069
metis,12717,32001
grid,13032,43264
grid,12888,42967
grid,13056,43381
grid,12912,43094
grid,13044,43326
grid,12900,43029
grid,12996,42957
grid,12852,42665
metis_unweighted,13128,32251
metis_unweighted,13018,32013
metis_unweighted,12757,32967
metis_unweighted,13040,33559
metis_unweighted,12926,33709
metis_unweighted,12912,33712
metis_unweighted,12957,34006
metis_unweighted,12942,33722
metis,14417,31049
metis,13633,29919
metis,13803,29838
metis,13657,30029
metis,14420,31373
metis,13864,30853
metis,14059,30711
metis,14147,30495
grid,14100,48730
grid,13900,47697
grid,14110,48787
grid,13910,47751
grid,14120,48837
grid,13920,47801
grid,14070,48724
grid,13870,47649
metis_unweighted,14181,30092
metis_unweighted,14122,30078
metis_unweighted,13865,29929
metis_unweighted,13743,30088
metis_unweighted,14178,30891
metis_unweighted,13879,30297
metis_unweighted,13903,30877
metis_unweighted,14129,30994
metis,13916,24194
metis,13467,23828
metis,13532,23959
metis,13118,23517
metis,13192,23018
metis,13570,23725
metis,13644,23934
metis,13647,23651
grid,13496,49466
grid,13364,48917
grid,13697,50326
grid,13503,49457
grid,13589,50391
grid,13475,49747
grid,13550,49208
grid,13412,48564
metis_unweighted,13116,23036
metis_unweighted,13907,23861
metis_unweighted,13872,23943
metis_unweighted,13454,23424
metis_unweighted,13513,23614
metis_unweighted,13530,23452
metis_unweighted,13120,23095
metis_unweighted,13574,23665
metis,12759,25144
metis,13519,26484
metis,12967,25766
metis,13057,26004
metis,13070,26141
metis,13397,26102
metis,13200,26468
metis,13031,26052
grid,13185,46357
grid,13135,45940
grid,13135,46295
grid,13085,45878
grid,13165,46345
grid,13115,45928
grid,13115,46282
grid,13065,45865
metis_unweighted,12891,25745
metis_unweighted,13325,26346
metis_unweighted,13519,26219
metis_unweighted,12875,25718
metis_unweighted,13516,26090
metis_unweighted,12852,25507
metis_unweighted,12904,25777
metis_unweighted,13118,25976
metis,12766,27684
metis,12802,27064
metis,12747,26883
metis,12675,27327
metis,12691,28031
metis,13181,27759
metis,13247,27622
metis,12776,26916
grid,13016,40086
grid,12881,39836
grid,12961,40090
grid,12775,39409
grid,12918,39986
grid,12809,39719
grid,12834,40063
grid,12691,39347
metis_unweighted,13014,28159
metis_unweighted,12552,26376
metis_unweighted,12749,27151
metis_unweighted,12761,27160
metis_unweighted,13247,27555
metis_unweighted,13175,27096
metis_unweighted,12676,27270
metis_unweighted,12711,26447
metis,13255,28227
metis,12695,27531
metis,12611,26712
metis,13166,27992
metis,13314,28037
metis,12709,26944
metis,13349,28134
metis,12581,27047
grid,13074,41944
grid,12990,41624
grid,12990,41778
grid,12930,41502
grid,13002,41944
grid,12918,41624
grid,12918,41778
grid,12858,41502
metis_unweighted,12815,27350
metis_unweighted,12890,27073
metis_unweighted,12889,27521
metis_unweighted,12947,27443
metis_unweighted,13009,27141
metis_unweighted,12946,27223
metis_unweighted,13265,27365
metis_unweighted,12919,26964
metis,13690,37725
metis,13389,37070
metis,12969,36477
metis,13173,36561
metis,13084,36848
metis,13468,37211
metis,12998,36785
metis,13709,37381
grid,13442,40587
grid,13200,39970
grid,13486,40615
grid,13113,39741
grid,13442,40623
grid,13200,39980
grid,13486,40626
grid,13111,39755
metis_unweighted,13519,36921
metis_unweighted,13133,36778
metis_unweighted,13254,36726
metis_unweighted,13456,37115
metis_unweighted,13081,37077
metis_unweighted,13589,36462
metis_unweighted,13047,38270
metis_unweighted,13401,37733
metis,13123,38563
metis,12883,37803
metis,13078,37480
metis,12869,37117
metis,12985,33749
metis,13362,34683
metis,13578,34691
metis,13578,35063
grid,13249,43691
grid,13117,43213
grid,13251,43734
grid,13112,43215
grid,13251,43701
grid,13116,43210
grid,13249,43698
grid,13111,43203
metis_unweighted,12798,37392
metis_unweighted,12797,36581
metis_unweighted,13412,35072
metis_unweighted,13493,35219
metis_unweighted,13182,37777
metis_unweighted,12871,37211
metis_unweighted,13569,35359
metis_unweighted,13334,34973
metis,14678,30055
metis,13834,29002
metis,14214,28980
metis,14678,29275
metis,14026,28965
metis,14062,28894
metis,14034,29060
metis,14474,29553
grid,14266,50306
grid,14260,50296
grid,14270,50299
grid,14245,50262
grid,14253,50305
grid,14241,50279
grid,14239,50278
grid,14226,50241
metis_unweighted,13834,28952
metis_unweighted,14363,29371
metis_unweighted,14636,29367
metis_unweighted,14659,29617
metis_unweighted,14326,29394
metis_unweighted,14058,28926
metis_unweighted,14057,29099
metis_unweighted,14067,28875
metis,15091,35984
metis,15591,37744
metis,14950,35466
metis,15460,36156
metis,14791,35484
metis,15643,35790
metis,14746,35528
metis,15228,35255
grid,15468,45349
grid,15237,45188
grid,15252,45109
grid,15018,44696
grid,15357,45443
grid,15138,45237
grid,15123,44959
grid,14907,44734
metis_unweighted,15446,36300
metis_unweighted,14998,35258
metis_unweighted,14991,35138
metis_unweighted,15085,36186
metis_unweighted,15589,36185
metis_unweighted,15532,36218
metis_unweighted,14988,36012
metis_unweighted,14871,35399
