method,node_count,root_node_count,extended_ratio,cut_edges,cut_weight_sum,inverse_cut_weight_sum,core_max,core_min,core_mean,core_std,core_range,ext_max,ext_min,ext_mean,ext_std,ext_range
metis,1977798,1067742,0.460135969396268,791927,0.0,0.0,134264,132110,133467.75,681.0720868601209,796.25,249320,244744,247224.75,1376.408437746587,2095.25
grid,2229394,1067742,0.5210617773260356,971874,0.0,0.0,135379,131615,133467.75,1255.82122035742,1911.25,282458,274796,278674.25,2340.5027638308825,3783.75
metis_unweighted,1967429,1067742,0.4572907078222391,782964,0.0,0.0,134725,130862,133467.75,1168.1836060739768,1257.25,248016,243455,245928.625,1669.1605627904705,2087.375
metis,2202368,1080000,0.5096187376496571,1256206,0.0,0.0,135017,134983,135000.0,11.07925990308017,17.0,278918,272896,275296.0,2112.4770412953603,3622.0
grid,2225401,1080000,0.5146942056734943,1462719,0.0,0.0,136155,133905,135000.0,675.6663377733125,1155.0,280663,276112,278175.125,1881.03451839008,2487.875
metis_unweighted,2216717,1080000,0.5127930177826038,1266203,0.0,0.0,135010,134975,135000.0,10.464224768228174,10.0,280288,273051,277089.625,2033.5176995480024,3198.375
metis,2071955,1053696,0.49144841466151534,1053493,0.0,0.0,132649,131571,131712.0,354.1828623747908,937.0,263771,253560,258994.375,3351.5883151686457,4776.625
grid,2181378,1053696,0.5169585463867336,1160036,0.0,0.0,134344,128835,131712.0,2372.829639902536,2632.0,277056,268168,272672.25,3442.155638186629,4383.75
metis_unweighted,2076958,1053696,0.49267341949139076,1063213,0.0,0.0,131729,131684,131712.0,13.228756555322953,17.0,264862,253024,259619.75,3648.793011051737,5242.25
metis,2005175,1012894,0.4948600496216041,796460,0.0,0.0,129350,123504,126611.75,1614.4584037688924,2738.25,254674,246018,250646.875,2854.4292966151747,4027.125
grid,2107944,1012894,0.5194872349550083,988196,0.0,0.0,126881,126295,126611.75,243.23740974611616,269.25,264452,261897,263493.0,829.0779517029747,959.0
metis_unweighted,1991685,1012894,0.4914386562132064,793038,0.0,0.0,127719,125099,126611.75,850.1821496008959,1107.25,250971,245816,248960.625,1661.8768710030836,2010.375
metis,2155315,1038230,0.5182931497252142,1084709,0.0,0.0,130424,129482,129778.75,357.8755894162104,645.25,271332,266869,269414.375,1645.5450417338932,1917.625
grid,2316281,1038230,0.5517685462169746,1251680,0.0,0.0,130927,128840,129778.75,580.7124395946759,1148.25,292165,287993,289535.125,1221.6259081138546,2629.875
metis_unweighted,2157538,1038230,0.5187894720741882,1084090,0.0,0.0,129940,129744,129778.75,61.659853227201246,161.25,273109,265806,269692.25,2725.612626089775,3416.75
metis,2085875,1102248,0.4715656499071133,1030061,0.0,0.0,138489,137087,137781.0,421.2766312056723,708.0,265238,258331,260734.375,1997.1778800034313,4503.625
grid,2448882,1102248,0.5498974634139171,1365194,0.0,0.0,137833,137733,137781.0,32.76430985081175,52.0,306567,305641,306110.25,325.33319458671906,456.75
metis_unweighted,2056585,1102248,0.4640396579766944,1032918,0.0,0.0,141919,134171,137781.0,2082.9524718533544,4138.0,268265,251052,257073.125,4885.844180832521,11191.875
metis,1537497,1000188,0.34946995018526866,226631,0.0,0.0,125033,125016,125023.5,4.8218253804964775,9.5,194416,189666,192187.125,1540.7441738896825,2228.875
grid,1640315,1000188,0.3902463856027653,282109,0.0,0.0,127187,124019,125023.5,933.3401041421074,2163.5,208507,203553,205039.375,1439.6984004905332,3467.625
metis_unweighted,1525524,1000188,0.3443642971202026,223236,0.0,0.0,125028,125018,125023.5,3.5,4.5,192471,188677,190690.5,1299.048594164206,1780.5
metis,1992148,1046362,0.4747568955720157,765679,0.0,0.0,133490,129011,130795.25,1452.1319456233996,2694.75,255722,245914,249018.5,3101.518619966677,6703.5
grid,2236683,1046362,0.5321813596294155,974027,0.0,0.0,131440,130109,130795.25,400.5763816053063,644.75,280086,278559,279585.375,538.3697468979846,500.625
metis_unweighted,1996024,1046362,0.4757768443666008,763775,0.0,0.0,132016,129343,130795.25,831.8223593412238,1220.75,250497,248258,249503.0,776.9356472707376,994.0
metis,1382167,1000000,0.2764984260223258,272593,0.0,0.0,126776,123729,125000.0,940.2805432422815,1776.0,174543,170789,172770.875,1231.414170527122,1772.125
grid,1878108,1000000,0.46754925701823324,586738,0.0,0.0,126475,123575,125000.0,906.5732182234373,1475.0,236922,232573,234763.5,1533.9974739223007,2158.5
metis_unweighted,1382231,1000000,0.2765319255609229,273316,0.0,0.0,125746,123860,125000.0,564.4738700772606,746.0,174121,171026,172778.875,948.5319495805084,1342.125
metis,1465428,1038230,0.29151756346951196,56434,0.0,0.0,129931,129642,129778.75,121.11435711756059,152.25,183797,182456,183178.5,487.47076835437014,618.5
grid,1718171,1038230,0.39573534880986816,234710,0.0,0.0,131151,128523,129778.75,884.2256145916607,1372.25,220170,209890,214771.375,3305.252635484162,5398.625
metis_unweighted,1464077,1038230,0.29086380019630115,54976,0.0,0.0,130192,128485,129778.75,521.1321209635806,413.25,184461,180854,183009.625,1186.941651630357,1451.375
