method,node_count,root_node_count,extended_ratio,cut_edges,cut_weight_sum,inverse_cut_weight_sum,core_max,core_min,core_mean,core_std,core_range,ext_max,ext_min,ext_mean,ext_std,ext_range
metis,1505848,1133568,0.24722282727074713,227342,0.0,0.0,142729,140986,141696.0,567.7812078609154,1033.0,189253,187195,188231.0,660.8592891077494,1022.0
grid,2174580,1133568,0.47871864911845047,613763,0.0,0.0,142108,141436,141696.0,216.46246787838302,412.0,271872,271761,271822.5,40.19950248448356,49.5
metis_unweighted,1504025,1133568,0.24631040042552485,226179,0.0,0.0,142413,140999,141696.0,452.7571092760444,717.0,188676,187097,188003.125,498.14391432095204,672.875
metis,1737115,1000188,0.42422464833934426,463594,0.0,0.0,125033,125013,125023.5,6.144102863722254,9.5,218647,214101,217139.375,1343.7922958459762,1507.625
grid,1950656,1000188,0.48725556940844517,609439,0.0,0.0,125883,124385,125023.5,642.5994086520777,859.5,245755,242113,243832.0,1341.4930115360273,1923.0
metis_unweighted,1736740,1000188,0.4241003258979467,465082,0.0,0.0,125031,125007,125023.5,6.98212002188447,7.5,217772,216177,217092.5,493.20761348543675,679.5
metis,1967903,1067742,0.45742142778378814,802712,0.0,0.0,134778,130962,133467.75,1296.5165588992684,1310.25,250063,241540,245987.875,2256.0083908033234,4075.125
grid,2159406,1067742,0.5055390232313887,962576,0.0,0.0,135378,131577,133467.75,1261.2598612102108,1910.25,274760,265547,269925.75,2964.9627632569013,4834.25
metis_unweighted,1961398,1067742,0.45562195943913475,797357,0.0,0.0,134411,131867,133467.75,717.6941810409222,943.25,247140,242444,245174.75,1337.3321156317154,1965.25
metis,2079709,1067742,0.48659067206037,961383,0.0,0.0,136501,132028,133467.75,1317.5635421109678,3033.25,266540,253848,259963.625,4132.412731610312,6576.375
grid,2280143,1067742,0.5317214753636066,1143263,0.0,0.0,134634,132365,133467.75,655.9191546981991,1166.25,287351,282304,285017.875,1498.001121286296,2333.125
metis_unweighted,2036070,1067742,0.4755867922026256,940056,0.0,0.0,135415,131677,133467.75,1368.8496767359081,1947.25,257782,252315,254508.75,1868.0211287616637,3273.25
metis,1853064,1048576,0.43413934974722945,705444,0.0,0.0,132804,129726,131072.0,954.1855165532539,1732.0,234089,228465,231633.0,1709.7768860292854,2456.0
grid,2167900,1048576,0.5163171733013515,968642,0.0,0.0,131600,130528,131072.0,362.92147911084015,528.0,271509,270421,270987.5,437.5977033760575,521.5
metis_unweighted,1848778,1048576,0.43282752174679706,700747,0.0,0.0,131703,130520,131072.0,349.28498393145964,631.0,234184,228583,231097.25,1673.2891075662926,3086.75
metis,2221510,1022208,0.5398589247853938,1358247,0.0,0.0,130123,124623,127776.0,2078.63134057004,2347.0,283446,269892,277688.75,4476.336581123006,5757.25
grid,2406432,1022208,0.5752184146487413,1524140,0.0,0.0,128003,127560,127776.0,145.11202569049885,227.0,301333,300498,300804.0,258.5604378090353,529.0
metis_unweighted,2244345,1022208,0.5445406120716735,1336004,0.0,0.0,131615,125597,127776.0,1973.1147964576212,3839.0,284734,275814,280543.125,2624.590750836214,4190.875
metis,1843110,1029000,0.44170451031137586,411314,0.0,0.0,128636,128612,128625.0,6.103277807866851,11.0,233771,227905,230388.75,1982.153800162843,3382.25
grid,1859469,1029000,0.4466162114022874,410116,0.0,0.0,128688,128534,128625.0,54.37600573782521,63.0,232758,232046,232433.625,240.3211068029606,324.375
metis_unweighted,1850231,1029000,0.44385322697544255,414015,0.0,0.0,128637,128614,128625.0,7.842193570679061,12.0,234840,227968,231278.875,2164.9430961055305,3561.125
metis,1768356,1000188,0.434396693878382,306061,0.0,0.0,125037,125014,125023.5,6.928203230275509,13.5,223071,219454,221044.5,1420.9203003687435,2026.5
grid,1848700,1000188,0.45897765997728135,284256,0.0,0.0,131072,119164,125023.5,3437.6878494127413,6048.5,240352,222060,231087.5,5280.60013161383,9264.5
metis_unweighted,1769005,1000188,0.4346041984053182,306391,0.0,0.0,125037,125001,125023.5,11.895377253370318,13.5,223614,217185,221125.625,2204.55380618732,2488.375
metis,1782204,1042173,0.4152336096204475,263792,0.0,0.0,130278,130268,130271.625,2.9553976043842223,6.375,224196,219800,222775.5,1385.0320393406068,1420.5
grid,1850010,1042173,0.43666628829033355,318274,0.0,0.0,131806,128615,130271.625,923.937354139879,1534.375,231872,230470,231251.25,460.3174855466605,620.75
metis_unweighted,1788122,1042173,0.4171689627441528,265938,0.0,0.0,130278,130267,130271.625,3.119995993587171,6.375,225143,221701,223515.25,1220.2504609710254,1627.75
metis,1606073,1013060,0.3692316600802081,280614,0.0,0.0,128366,125285,126632.5,907.5688679103091,1733.5,203656,198877,200759.125,1678.593268000024,2896.875
grid,1808810,1013060,0.4399301198025221,424423,0.0,0.0,127012,126239,126632.5,343.7953606435084,379.5,227204,225123,226101.25,778.2354640467113,1102.75
metis_unweighted,1610136,1013060,0.37082333417798247,276827,0.0,0.0,128547,125629,126632.5,1009.4814262778686,1914.5,204480,198529,201267.0,1766.5836379860423,3213.0
